seconds,S8.x,S8.y,S8.z,S9.x,S9.y,S9.z,S10.x,S10.y,S10.z,S11.x,S11.y,S11.z,middle_pose.position.x,middle_pose.position.y,middle_pose.position.z,middle_pose.orientation.x,middle_pose.orientation.y,middle_pose.orientation.z,index_pose.position.x, index_pose.position.y, index_pose.position.z,index_pose.orientation.x, index_pose.orientation.y, index_pose.orientation.z,thumb_pose.position.x, thumb_pose.position.y, thumb_pose.position.z,thumb_pose.orientation.x, thumb_pose.orientation.y, thumb_pose.orientation.z,wrist_pose.position.x,wrist_pose.position.y,wrist_pose.position.z,wrist_pose.orientation.x,wrist_pose.orientation.y,wrist_pose.orientation.z, 
1565367000.5,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1565367000.52,157.641706738,9.87444541773,171.076225022,139.262460255,24.2543118687,-177.912305294,123.005073168,2.48799148903,127.875507872,125.013496405,-24.845052507,160.20814255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1565367000.54,157.808682699,10.0288468899,171.026316033,140.378296393,25.4648528741,-175.294599887,122.957096919,2.50188133836,127.995651356,125.719797023,-24.5608233865,159.128337256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0412411641732,0.0714332824928,-0.0375193471532,105.579198719,-65.4427847921,52.4410827489,0.02405,0.10279,-1.26859,2.95050541346,-63.2957523212,27.6661524638,
1565367000.56,157.987417737,10.0531204704,170.969086836,140.655187132,25.7704692261,-174.338387236,122.977798693,2.5171077981,127.981751457,125.939148505,-24.4836171957,158.763866343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0438130533258,0.0708261797846,-0.03706317033,99.0009027401,-66.1610445125,54.2322831543,0.0242,0.10273,-1.26868,2.51448162244,-63.4792338011,27.9434809887,
1565367000.58,158.090933213,10.0387907109,170.924303113,140.57781436,25.9482443109,-173.914830602,123.003528413,2.48270075667,127.919278236,126.302726035,-24.3609679642,158.183249776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0438130533258,0.0708261797846,-0.03706317033,99.0009027401,-66.1610445125,54.2322831543,0.0242,0.10273,-1.26868,2.51448162244,-63.4792338011,27.9434809887,
1565367000.6,158.144083621,10.1322640058,170.840805325,140.00110154,27.3022727445,-171.988174363,123.007216774,2.32199510626,128.053178544,126.728701477,-24.4171461551,157.842599322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0438962775668,0.0709749092112,-0.0368384725404,99.6308353449,-66.2080518773,53.5229548688,0.0242,0.10273,-1.26868,2.51448162244,-63.4792338011,27.9434809887,
1565367000.62,158.168083726,10.2144473544,170.82630544,139.953889616,27.7979814148,-171.424491985,123.056862475,2.03823983314,128.295224797,126.848155799,-24.4495575342,157.665608445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0458568834904,0.0698470487466,-0.0361487983074,93.4250618193,-66.6889873129,54.9850855738,0.02376,0.10227,-1.26885,2.54533107015,-63.5169222263,27.7202449162,
1565367000.64,158.197837702,10.3326024196,170.759357577,140.112587438,28.5950222796,-170.610297069,123.09937166,1.90347335484,128.467801801,127.142724384,-24.4345196691,157.255244662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0458568834904,0.0698470487466,-0.0361487983074,93.4250618193,-66.6889873129,54.9850855738,0.02376,0.10227,-1.26885,2.54533107015,-63.5169222263,27.7202449162,
1565367000.66,158.276352138,10.3171588215,170.711986837,140.295769257,28.8502091174,-170.350504402,123.116622662,1.90797214733,128.541360101,127.252934829,-24.4091432505,157.092639429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0478325633768,0.0693017396728,-0.0355842101456,87.2255668493,-67.5983480289,56.976135972,0.0234,0.10183,-1.269,2.36312941576,-63.3196707724,27.819631733,
1565367000.68,158.630754123,10.4445721247,170.513556449,140.794991721,29.0302332849,-170.335775781,123.239243723,1.96177001109,128.560009632,127.55351892,-24.4431308292,156.431927183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0478325633768,0.0693017396728,-0.0355842101456,87.2255668493,-67.5983480289,56.976135972,0.0234,0.10183,-1.269,2.36312941576,-63.3196707724,27.819631733,
1565367000.7,158.711542494,10.4071490037,170.470647638,140.855736665,28.9811986066,-170.507788925,123.334482719,1.90436367174,128.533464149,127.595087118,-24.4832170312,156.379449066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.048366831264,0.069533078606,-0.035714960136,86.9216641851,-67.7836133809,57.2206599243,0.0234,0.10183,-1.269,2.36312941576,-63.3196707724,27.819631733,
1565367000.72,158.942601307,10.2871057716,170.436262687,140.710955911,29.060762379,-170.860989135,123.320456601,1.8196426483,128.602426192,127.576701981,-24.5187966247,156.423223448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049357639347,0.0686407238582,-0.0349768724376,83.4043070065,-67.8340155502,58.7377006809,0.0228,0.10139,-1.26907,2.46983271491,-63.4203702666,27.5172320454,
1565367000.74,158.832886452,10.3831901451,170.48814051,140.292379964,29.0436819239,-171.562103229,123.336934297,1.58979315469,128.889567662,127.157357158,-24.7079584453,157.025997097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049357639347,0.0686407238582,-0.0349768724376,83.4043070065,-67.8340155502,58.7377006809,0.0228,0.10139,-1.26907,2.46983271491,-63.4203702666,27.5172320454,
1565367000.76,158.676124449,10.3155571329,170.496370607,140.263918778,28.8612818708,-171.962097834,123.507988264,1.69335947401,128.852093515,126.207099251,-24.9355093801,158.315226035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049058666783,0.0689799473786,-0.0357949144318,84.5856198573,-67.7433738737,58.0928215282,0.02274,0.1014,-1.26921,2.55091541396,-63.3372428524,27.4838613826,
