S8_w,S8_x,S8_y,S8_z,S9_w,S9_x,S9_y,S9_z,S4_w,S4_x,S4_y,S4_z,S5_w,S5_x,S5_y,S5_z,S5_4_rel_w,S5_4_rel_x,S5_4_rel_y,S5_4_rel_z,middle_pose_orientation_x,middle_pose_orientation_y,middle_pose_orientation_z
0.2623,0.2216,0.9352,0.0855,0.3155,0.1086,0.9171,0.218,-0.6796,0.0845,0.6835,0.2522,0.1295,0.1668,0.9716,0.1066,0.617140951,0.047882708,-0.781975051,-0.07320732,22.19954397,45.6495205,24.06331374
0.2617,0.2257,0.9343,0.0865,0.3097,0.1177,0.9196,0.2108,-0.6801,0.0775,0.6846,0.2501,0.1282,0.1666,0.9716,0.1081,0.618023263,0.045759693,-0.781975699,-0.066837887,21.63283303,45.73560187,25.00089578
0.2617,0.2271,0.934,0.087,0.3049,0.1303,0.9221,0.1992,-0.6794,0.073,0.6866,0.2481,0.1277,0.1662,0.9716,0.1091,0.618023263,0.045759693,-0.781975699,-0.066837887,21.63283303,45.73560187,25.00089578
0.2617,0.2271,0.934,0.087,0.3049,0.1303,0.9221,0.1992,-0.6794,0.073,0.6866,0.2481,0.1277,0.1662,0.9716,0.1091,0.619626494,0.043913544,-0.781160944,-0.062627382,21.63283303,45.73560187,25.00089578
0.2629,0.2293,0.933,0.0876,0.3035,0.1387,0.9229,0.1915,-0.6783,0.0684,0.6881,0.2482,0.1281,0.166,0.9715,0.11,0.619482738,0.04337656,-0.781237194,-0.063466987,21.63283303,45.73560187,25.00089578
0.2631,0.2297,0.9328,0.0882,0.3023,0.147,0.9239,0.1822,-0.6773,0.066,0.6892,0.2484,0.1284,0.166,0.9714,0.1103,0.62099697,0.044379296,-0.780526532,-0.056316732,21.4773937,45.33261253,25.82296009
0.2634,0.2285,0.9329,0.0899,0.3027,0.1489,0.9239,0.1799,-0.6749,0.0623,0.6917,0.249,0.129,0.1657,0.9713,0.1109,0.620652898,0.04410462,-0.780760831,-0.057072645,21.2501165,44.71229568,26.52844195
0.2636,0.2261,0.9332,0.0917,0.3045,0.1448,0.9231,0.1844,-0.6724,0.0609,0.6941,0.2495,0.1306,0.1655,0.9711,0.1113,0.620652898,0.04410462,-0.780760831,-0.057072645,21.2501165,44.71229568,26.52844195
0.2636,0.2261,0.9332,0.0917,0.3045,0.1448,0.9231,0.1844,-0.6724,0.0609,0.6941,0.2495,0.1306,0.1655,0.9711,0.1113,0.624159148,0.045806675,-0.778238133,-0.051696365,21.2501165,44.71229568,26.52844195
0.2644,0.2226,0.9335,0.0944,0.3124,0.132,0.9182,0.2045,-0.6678,0.0625,0.6978,0.2512,0.1322,0.1658,0.9708,0.1113,0.627557473,0.047223254,-0.775359896,-0.052522519,21.2501165,44.71229568,26.52844195
0.2654,0.2177,0.9341,0.0974,0.3268,0.1119,0.909,0.233,-0.6633,0.0665,0.7005,0.2545,0.1368,0.1671,0.97,0.1109,0.623898629,0.046144949,-0.778376403,-0.052453017,21.49406202,43.59034594,26.53820633
0.2706,0.2044,0.9351,0.1024,0.3811,0.0559,0.8695,0.3089,-0.65,0.0844,0.7068,0.2658,0.1407,0.1682,0.9694,0.1096,0.63714806,0.059005734,-0.765138228,-0.071583275,23.65824915,40.78651909,24.99496467
0.2706,0.2044,0.9351,0.1024,0.3811,0.0559,0.8695,0.3089,-0.65,0.0844,0.7068,0.2658,0.1407,0.1682,0.9694,0.1096,0.63714806,0.059005734,-0.765138228,-0.071583275,23.65824915,40.78651909,24.99496467
0.2787,0.1908,0.9347,0.1101,0.4345,0.0481,0.8388,0.3244,-0.639,0.1018,0.7092,0.2796,0.147,0.1701,0.9685,0.1068,0.640179389,0.071399875,-0.759900324,-0.087314972,23.65824915,40.78651909,24.99496467
