S8_w,S8_x,S8_y,S8_z,S9_w,S9_x,S9_y,S9_z,S4_w,S4_x,S4_y,S4_z,S5_w,S5_x,S5_y,S5_z,S5_4_rel_w,S5_4_rel_x,S5_4_rel_y,S5_4_rel_z,middle_pose_orientation_x,middle_pose_orientation_y,middle_pose_orientation_z
0.1757,0.117,0.9439,0.2537,0.2563,0.1049,0.9229,0.2674,-0.7467,-0.1006,0.6212,0.215,0.0279,0.0484,0.9762,0.2093,0.632896194,0.046094013,-0.771948748,-0.03758831,21.2657918,57.37398695,46.19739275
0.176,0.1188,0.9434,0.2544,0.2506,0.1087,0.9262,0.2595,-0.7465,-0.1035,0.6211,0.2148,0.0252,0.0487,0.9759,0.2109,0.6258101,0.046539523,-0.777842326,-0.03401629,21.99088643,57.41640305,46.9277002
0.1755,0.1161,0.9428,0.2584,0.257,0.1109,0.9224,0.2657,-0.7472,-0.1056,0.6188,0.2177,0.025,0.0485,0.9751,0.2146,0.626871724,0.04498504,-0.77716855,-0.031894091,22.15549732,57.49373475,47.22516076
0.176,0.1128,0.9427,0.2597,0.2655,0.1087,0.9167,0.2779,-0.7455,-0.1048,0.6203,0.2199,0.0267,0.0488,0.9749,0.2155,0.627148127,0.047127249,-0.776725296,-0.034089045,22.9418678,56.8741085,47.66304732
0.1916,0.0745,0.94,0.2721,0.352,0.0494,0.8327,0.4244,-0.7297,-0.0658,0.6342,0.2466,0.0422,0.0543,0.9754,0.2093,0.633295062,0.057681322,-0.770178271,-0.049352408,24.37777211,54.50811622,45.47552669
0.1983,0.0648,0.9379,0.277,0.3691,0.0491,0.8227,0.4294,-0.7209,-0.0299,0.634,0.2781,0.0457,0.057,0.9755,0.207,0.6414891,0.100340077,-0.754376027,-0.096645813,31.90559744,51.45474365,44.22075068
0.1905,0.0311,0.9349,0.2974,0.3499,0.0266,0.8167,0.458,-0.7245,0.0292,0.6092,0.3209,0.0447,0.0641,0.9766,0.1999,0.628683307,0.143889997,-0.749634686,-0.148663398,37.96423271,51.35169956,44.14902056
0.19,0.0205,0.934,0.3016,0.3489,0.0226,0.8151,0.4616,-0.7197,0.0349,0.6148,0.3204,0.0441,0.0648,0.977,0.1979,0.634697866,0.143210679,-0.744241847,-0.150842282,37.73034084,52.16524373,42.75111424
0.1892,0.005,0.9338,0.3035,0.3431,0.0095,0.8127,0.4707,-0.715,0.0457,0.6171,0.3251,0.0432,0.0671,0.9777,0.1937,0.638616242,0.148396825,-0.738823536,-0.155844349,37.20362867,50.92736399,41.37402926
0.1889,0.0039,0.9336,0.3043,0.342,0.0079,0.8125,0.4719,-0.7167,0.0473,0.6148,0.3256,0.0428,0.0681,0.978,0.1924,0.638616242,0.148396825,-0.738823536,-0.155844349,38.08408292,51.42234412,41.33785746
0.1937,0.0108,0.9326,0.3042,0.3493,0.0133,0.8126,0.4663,-0.7175,0.0454,0.617,0.3197,0.0445,0.0678,0.9777,0.1932,0.636031011,0.149070892,-0.740768362,-0.156539635,38.10846987,51.48528288,41.20705829
0.1937,0.0153,0.9324,0.3046,0.3529,0.0187,0.8135,0.4616,-0.7247,0.0366,0.6162,0.3057,0.0434,0.0652,0.9777,0.1943,0.636294666,0.142730525,-0.742021975,-0.155436428,34.74811039,52.93051794,40.19379567
0.1964,0.0361,0.9334,0.298,0.3682,0.0381,0.8192,0.4379,-0.7617,-0.0156,0.595,0.2556,0.0396,0.0562,0.9773,0.2,0.615066408,0.101898762,-0.771390344,-0.127541731,30.73987368,56.97905358,41.52165758
0.1843,0.045,0.9371,0.2927,0.343,0.0415,0.8438,0.4105,-0.767,-0.0349,0.5936,0.2409,0.0372,0.0522,0.9768,0.204,0.598688635,0.075486519,-0.791075566,-0.100365098,27.20055304,60.07095709,43.00065177
0.1755,0.0838,0.942,0.2734,0.2985,0.0834,0.8959,0.3181,-0.7617,-0.0744,0.607,0.2138,0.0297,0.0465,0.9758,0.2111,0.61146109,0.047286657,-0.787070247,-0.066330493,20.57913679,58.47944203,41.85807801
0.174,0.091,0.9429,0.2686,0.2964,0.0919,0.9005,0.3044,-0.7621,-0.0816,0.6072,0.2089,0.0274,0.0478,0.9761,0.2101,0.61146109,0.047286657,-0.787070247,-0.066330493,21.00680355,59.73097865,43.4764282
0.1752,0.1043,0.9426,0.264,0.2927,0.1088,0.909,0.2758,-0.7604,-0.0869,0.6077,0.2114,0.0234,0.0479,0.9759,0.2114,0.615892682,0.043455129,-0.784924009,-0.051789539,21.57210699,59.89030551,44.43582398
0.1759,0.1052,0.9423,0.2646,0.2925,0.1094,0.9094,0.2744,-0.7573,-0.09,0.6113,0.211,0.0236,0.0473,0.9757,0.2126,0.615892682,0.043455129,-0.784924009,-0.051789539,21.23214458,59.11508367,44.79826321
0.1759,0.1011,0.9423,0.2659,0.3056,0.1062,0.9003,0.291,-0.7575,-0.0893,0.6106,0.2125,0.0258,0.0469,0.9753,0.2139,0.617333906,0.042725095,-0.78389054,-0.050882571,21.41297992,59.10164149,44.98999161
0.176,0.0953,0.9426,0.2672,0.3134,0.0996,0.8922,0.3093,-0.7567,-0.0848,0.611,0.2163,0.0279,0.0473,0.9752,0.2138,0.61708216,0.046886555,-0.783485428,-0.056230266,22.21929667,58.87418731,44.95131612
