S8_w,S8_x,S8_y,S8_z,S6_w,S6_x,S6_y,S6_z,S4_w,S4_x,S4_y,S4_z,S5_w,S5_x,S5_y,S5_z,S5_4_rel_w,S5_4_rel_x,S5_4_rel_y,S5_4_rel_z,middle_pose_orientation_x,middle_pose_orientation_y,middle_pose_orientation_z
0.1027,-0.0932,0.8763,0.4613,0.0496,0.3161,0.8956,0.309,0.0125,0.261,0.9641,0.0469,0.1306,0.0911,0.9248,0.3454,0.94101753,-0.292197545,-0.02336147,-0.168999541,24.58196811,-41.44693108,-16.91465564
0.1005,-0.0917,0.8763,0.462,0.0569,0.3001,0.9011,0.3076,-0.0006,0.2454,0.9692,-0.0136,0.1361,0.0914,0.9246,0.3436,0.923333412,-0.353488983,-0.039194441,-0.144792077,16.44397581,-42.27572434,-14.4947295
0.1029,-0.0908,0.8764,0.4615,0.0621,0.2896,0.9037,0.3089,-0.0182,0.2386,0.9699,-0.045,0.1414,0.0926,0.9238,0.3433,0.900145999,-0.409997468,-0.067884673,-0.130502598,10.13333042,-41.4133083,-12.68478806
0.1024,-0.0893,0.8769,0.4609,0.0591,0.2795,0.9088,0.304,-0.0335,0.2307,0.9692,-0.0779,0.1477,0.0932,0.9233,0.3419,0.890574821,-0.429822617,-0.079570184,-0.125688469,5.333420029,-40.83669043,-11.26132886
0.1011,-0.085,0.8773,0.4613,0.0543,0.2803,0.9086,0.3043,-0.0499,0.2253,0.9675,-0.1028,0.1486,0.0949,0.9231,0.3415,0.872090557,-0.463581016,-0.103153095,-0.117941258,0.866460248,-39.58972988,-9.956444162
0.1008,-0.0829,0.8776,0.4611,0.057,0.2821,0.9072,0.3067,-0.0558,0.2219,0.9667,-0.114,0.1509,0.0961,0.9229,0.3406,0.866409349,-0.473406384,-0.110859544,-0.113716301,-2.871409723,-38.49747833,-8.598793483
0.0994,-0.0791,0.8782,0.4608,0.059,0.2889,0.9047,0.3074,-0.0692,0.2163,0.9639,-0.138,0.1496,0.0975,0.9235,0.3392,0.856171332,-0.490794779,-0.120616688,-0.107437194,-4.978378234,-37.83616613,-8.148466822
0.0997,-0.0798,0.8776,0.4619,0.0576,0.2904,0.9049,0.3054,-0.0682,0.2185,0.9641,-0.1339,0.1493,0.0971,0.9231,0.3406,0.856171332,-0.490794779,-0.120616688,-0.107437194,-2.90656503,-38.01014218,-9.19497947
0.1016,-0.0849,0.8776,0.4605,0.0613,0.293,0.9087,0.2906,-0.0444,0.2382,0.9661,-0.0878,0.1447,0.0934,0.9237,0.3419,0.861877473,-0.480063347,-0.110077644,-0.120786244,2.388235589,-39.05763723,-11.58829762
0.1021,-0.0871,0.8782,0.4589,0.0629,0.2954,0.9091,0.2865,-0.0352,0.2416,0.9669,-0.0729,0.1439,0.0925,0.9241,0.3414,0.861877473,-0.480063347,-0.110077644,-0.120786244,8.350011277,-40.64207794,-13.49677662
0.1062,-0.0907,0.8793,0.4551,0.0703,0.3148,0.8983,0.2979,0.0056,0.2638,0.9642,0.0234,0.1429,0.091,0.9249,0.3402,0.924680844,-0.343612252,-0.044995489,-0.157706572,17.72868169,-41.52552008,-15.82713195
0.1093,-0.0913,0.8804,0.452,0.0754,0.3172,0.893,0.3101,0.0165,0.2739,0.9595,0.0617,0.1417,0.0908,0.9251,0.3403,0.935988721,-0.306801971,-0.033096515,-0.169417488,30.86900234,-40.50106868,-19.59195876
0.1185,-0.0908,0.8828,0.4453,0.0778,0.3229,0.8704,0.3633,0.0458,0.3002,0.9362,0.1766,0.141,0.0941,0.9262,0.3364,0.96140458,-0.189424897,-0.005216004,-0.199479913,42.34456545,-39.28662223,-22.40198046
0.1193,-0.0899,0.8838,0.4432,0.0745,0.3231,0.8683,0.3687,0.0484,0.3104,0.9284,0.1982,0.1397,0.095,0.9268,0.3353,0.96323089,-0.16638012,0.000407795,-0.2109591,48.50224097,-37.6858235,-24.69029204
0.1253,-0.0891,0.8862,0.4368,0.0697,0.3277,0.8557,0.3941,0.0605,0.3309,0.9088,0.2465,0.1361,0.0974,0.9282,0.3322,0.966016639,-0.112258501,0.018386536,-0.232103034,53.7192611,-35.82254605,-26.16355718
