S10_w,S10_x,S10_y,S10_z,S11_w,S11_x,S11_y,S11_z,S8_w,S8_x,S8_y,S8_z,thumb_pose_position_x,thumb_pose_position_y,thumb_pose_position_z
-0.0299,-0.1658,0.9196,0.3549,-0.2184,-0.1538,0.7679,0.5821,0.3576,0.6287,0.5474,0.4208,34.3548846372,97.665657975,7.7922741214
-0.0289,-0.1658,0.9197,0.3543,-0.219,-0.1507,0.7671,0.5838,0.3583,0.6269,0.5485,0.4214,34.4390353988,97.6235188248,7.669624658
-0.0281,-0.1652,0.9201,0.3538,-0.2232,-0.144,0.7683,0.5822,0.3593,0.6235,0.5506,0.4228,35.2073341508,97.5197538328,7.628661074
-0.027,-0.162,0.9215,0.3517,-0.2244,-0.1271,0.7744,0.5776,0.3541,0.6241,0.5589,0.4154,37.4324113324,97.4040017076,5.4977064164
-0.027,-0.1594,0.9225,0.3502,-0.2243,-0.1184,0.7776,0.5751,0.3516,0.6237,0.5677,0.4061,37.1269944376,97.4737856136,5.392124166
-0.0266,-0.1582,0.923,0.3495,-0.2256,-0.1073,0.7824,0.5704,0.3516,0.6229,0.5733,0.3995,41.046433934,96.798342447,2.224436547
-0.0255,-0.1577,0.9233,0.3491,-0.228,-0.1019,0.7848,0.567,0.3577,0.6176,0.5775,0.3963,43.644059735,96.184901999,-0.588098656
-0.0249,-0.1578,0.9232,0.3493,-0.2301,-0.0997,0.7861,0.5649,0.365,0.6116,0.5769,0.3995,43.1808406084,96.2853993732,-0.7560534388
-0.0241,-0.158,0.9232,0.3491,-0.234,-0.0984,0.7869,0.5623,0.3729,0.6035,0.575,0.4075,44.49706956,95.9488001744,-2.0148600336
-0.0286,-0.1602,0.9221,0.3509,-0.2406,-0.1151,0.7794,0.5668,0.3655,0.6108,0.5715,0.408,43.706674914,96.086322656,-2.868687566
-0.0286,-0.1602,0.9221,0.3509,-0.2406,-0.1151,0.7794,0.5668,0.3655,0.6108,0.5715,0.408,43.6490472148,96.0091620696,-2.6753039324
-0.0324,-0.161,0.9205,0.3544,-0.2338,-0.1372,0.7716,0.5753,0.3455,0.6324,0.567,0.3987,40.1912640208,97.0950931686,-0.1865110142
-0.0323,-0.1634,0.9193,0.3564,-0.2254,-0.156,0.7636,0.5845,0.3635,0.6235,0.5466,0.4245,36.043256892,97.681083504,4.803177928
-0.0323,-0.1634,0.9193,0.3564,-0.2254,-0.156,0.7636,0.5845,0.3635,0.6235,0.5466,0.4245,36.5627206692,97.5596321568,4.7846533124
-0.0314,-0.1635,0.9179,0.36,-0.2276,-0.1591,0.7617,0.5853,0.3741,0.6148,0.5389,0.4377,33.5245615372,97.477590508,8.143681978
-0.0305,-0.1632,0.918,0.36,-0.2257,-0.1539,0.7617,0.5874,0.3746,0.6123,0.5401,0.4392,34.0426839222,97.3161698192,7.6077150742
-0.0305,-0.1632,0.918,0.36,-0.2257,-0.1539,0.7617,0.5874,0.3746,0.6123,0.5401,0.4392,34.4508932728,97.378730548,7.1977462996
-0.027,-0.1625,0.9196,0.3563,-0.231,-0.1382,0.7633,0.5871,0.3734,0.6089,0.5484,0.4346,35.7675782968,97.098442108,6.6477215238
-0.0285,-0.1613,0.9197,0.3565,-0.2355,-0.1268,0.7686,0.5809,0.366,0.6093,0.5607,0.4245,39.7030432962,96.8442513944,2.694771175
-0.0263,-0.1602,0.9208,0.3544,-0.2354,-0.1195,0.7733,0.5763,0.3618,0.6113,0.5695,0.4134,39.3834559848,96.95030444,2.6285918504
-0.0255,-0.1598,0.9213,0.3533,-0.24,-0.1068,0.7799,0.5679,0.3723,0.6015,0.5726,0.4143,43.2195671306,96.207021595,-0.8631792532
-0.0277,-0.16,0.9204,0.3555,-0.2418,-0.1099,0.7791,0.5676,0.3692,0.6035,0.5709,0.4164,44.25860965,95.734629954,-2.509925177
-0.0277,-0.16,0.9204,0.3555,-0.2418,-0.1099,0.7791,0.5676,0.3692,0.6035,0.5709,0.4164,43.7437338952,95.8199352408,-2.6089737008
-0.0318,-0.1603,0.9191,0.3583,-0.2385,-0.1307,0.7713,0.5753,0.3565,0.6209,0.5657,0.4089,42.7060529328,96.223590936,-1.7611660752
-0.0292,-0.1627,0.9177,0.3611,-0.2277,-0.1549,0.7629,0.5848,0.3664,0.6192,0.5438,0.4319,37.5713442504,97.3452443628,3.780673746
-0.0292,-0.1627,0.9177,0.3611,-0.2277,-0.1549,0.7629,0.5848,0.3664,0.6192,0.5438,0.4319,37.8803150776,97.2576349712,3.715518132
-0.0292,-0.1629,0.9171,0.3626,-0.2241,-0.1593,0.7602,0.5885,0.3726,0.6173,0.536,0.4389,34.4330824462,97.2682005324,7.932230839
-0.0278,-0.1635,0.9171,0.3624,-0.2229,-0.1593,0.761,0.5879,0.3731,0.6155,0.5379,0.4386,34.332226956,96.9914836784,8.0940197028
-0.0264,-0.1646,0.9171,0.3619,-0.223,-0.1569,0.7604,0.5892,0.3726,0.6139,0.5411,0.4374,34.9364010136,97.136805194,7.5958813998
-0.0253,-0.1616,0.9184,0.3601,-0.2315,-0.1359,0.7635,0.5872,0.369,0.6111,0.5646,0.414,35.1711313576,96.9064724624,6.2489869136
-0.023,-0.1599,0.9186,0.3605,-0.2304,-0.1207,0.7712,0.5809,0.3698,0.6089,0.5703,0.4087,41.2897406976,96.0167541636,1.9262312208
-0.0191,-0.1595,0.9191,0.3596,-0.2281,-0.1163,0.7749,0.5778,0.3734,0.604,0.5734,0.4083,41.2085839016,96.3116324912,1.581913112
-0.0234,-0.1606,0.9182,0.3611,-0.2339,-0.1216,0.7714,0.5791,0.3795,0.6057,0.5657,0.411,43.435426645,95.712649465,-0.0635153500002
-0.0249,-0.1618,0.917,0.3635,-0.2337,-0.1362,0.7651,0.5841,0.3683,0.618,0.5623,0.4075,40.4995317318,96.7182989136,1.4117500026
