S10_w,S10_x,S10_y,S10_z,S11_w,S11_x,S11_y,S11_z,S8_w,S8_x,S8_y,S8_z,thumb_pose_position_x,thumb_pose_position_y,thumb_pose_position_z
-0.0554,-0.1406,0.9288,0.338,-0.2658,-0.0629,0.7802,0.5626,0.3457,0.5866,0.5899,0.4338,44.5955520312,94.9409195462,-0.2212661668
-0.0549,-0.141,0.9288,0.3378,-0.2654,-0.0635,0.7804,0.5624,0.3461,0.5862,0.5902,0.4337,44.7736407876,94.9402347992,-0.133153524
-0.0541,-0.1418,0.9289,0.3376,-0.2651,-0.0642,0.7805,0.5623,0.3467,0.5855,0.5907,0.4334,44.4644262264,95.0196374188,0.00274908799991
-0.0534,-0.1424,0.9289,0.3374,-0.2645,-0.0654,0.7808,0.5621,0.3472,0.5848,0.5912,0.4332,44.3013325684,95.0734386696,0.0666452976001
-0.0523,-0.1434,0.9288,0.3374,-0.2641,-0.0664,0.7808,0.5621,0.3481,0.5837,0.5917,0.4334,44.7941607062,94.9508228002,-0.0826953971999
-0.0515,-0.1462,0.9281,0.3384,-0.2647,-0.0711,0.7788,0.564,0.3485,0.5806,0.5928,0.4358,44.0521901496,95.1245205152,0.2787717968
-0.0502,-0.1484,0.9272,0.34,-0.265,-0.0734,0.7778,0.565,0.3487,0.5775,0.5933,0.4389,43.8398486872,95.2352279456,1.1166877576
-0.0493,-0.151,0.9258,0.3429,-0.2666,-0.0776,0.7753,0.5671,0.3488,0.5735,0.5934,0.4439,44.5749499056,95.1205594752,0.4394014392
-0.0472,-0.155,0.9244,0.3449,-0.2682,-0.0842,0.7736,0.5678,0.3484,0.5675,0.5952,0.4495,43.7222371374,95.3583551268,1.6481232858
-0.0465,-0.1561,0.924,0.3458,-0.269,-0.0861,0.7728,0.5682,0.3482,0.5648,0.5952,0.4533,43.7836703502,95.3147735376,1.2597271346
-0.046,-0.1571,0.923,0.3481,-0.2713,-0.0883,0.7708,0.5695,0.3466,0.5608,0.594,0.4608,44.1777261656,95.2995961548,0.8492001952
-0.0452,-0.1592,0.9204,0.3542,-0.2744,-0.093,0.7678,0.5713,0.3495,0.5533,0.5905,0.472,43.708366329,95.3159425182,1.7507056908
-0.044,-0.1597,0.9197,0.3557,-0.2757,-0.0944,0.767,0.5715,0.35,0.5504,0.5894,0.4764,44.1950386498,95.2401944158,1.554045121
-0.0432,-0.1607,0.9189,0.3575,-0.2774,-0.0963,0.7662,0.5714,0.3499,0.5479,0.5886,0.4804,44.3179681556,95.1243858852,0.5244871432
-0.0415,-0.1619,0.9183,0.3587,-0.277,-0.0986,0.7664,0.5709,0.3501,0.5451,0.5885,0.4835,44.2715146964,95.1032305692,0.8466329648
-0.0404,-0.1621,0.9183,0.3585,-0.2757,-0.0994,0.7664,0.5714,0.3516,0.5433,0.5885,0.4843,44.4459841278,94.9142615186,0.8399781592
-0.038,-0.1622,0.9177,0.3604,-0.2736,-0.1022,0.7645,0.5745,0.3519,0.543,0.588,0.4851,44.643971087,94.928285028,0.505111766
-0.0358,-0.164,0.9157,0.3651,-0.2731,-0.1182,0.7556,0.5834,0.3413,0.5536,0.585,0.4844,43.505382713,94.995598398,2.912073427
-0.0355,-0.164,0.9151,0.3664,-0.2696,-0.123,0.7537,0.5864,0.3388,0.5568,0.5859,0.4813,42.4288018198,95.143445398,4.7945424842
-0.0339,-0.1643,0.915,0.3667,-0.2619,-0.1325,0.7518,0.5903,0.3352,0.564,0.5866,0.4746,42.9420295368,95.3001951624,4.0174871478
-0.0331,-0.1643,0.914,0.3693,-0.25,-0.1464,0.7471,0.5982,0.3309,0.5759,0.5846,0.4658,40.4845390442,95.4296642968,7.5615083538
-0.0316,-0.1646,0.9135,0.3706,-0.2437,-0.1528,0.7459,0.6007,0.3338,0.5755,0.578,0.4724,38.0978901464,95.3330475108,12.218985794
-0.0298,-0.1652,0.9128,0.3721,-0.236,-0.1604,0.744,0.604,0.3466,0.5678,0.5666,0.4862,38.8920319628,95.233181426,11.4392832208
-0.0326,-0.1638,0.9121,0.3743,-0.2363,-0.1635,0.7431,0.6043,0.3546,0.5634,0.5615,0.4913,36.9260770268,94.90728054,13.8074151348
-0.0338,-0.163,0.9121,0.3746,-0.2365,-0.1632,0.7431,0.6042,0.3564,0.5617,0.5612,0.4923,37.152958729,94.8261854332,13.7227217166
-0.0338,-0.1619,0.9124,0.3743,-0.2362,-0.1619,0.7437,0.6039,0.3566,0.5615,0.5612,0.4923,37.0272781386,94.8713417268,13.4652151642
-0.0333,-0.1604,0.9124,0.375,-0.2335,-0.1575,0.7438,0.606,0.356,0.5624,0.5603,0.4929,37.5956134142,94.6873234036,13.5452959154
