S8_w,S8_x,S8_y,S8_z,S9_w,S9_x,S9_y,S9_z,S4_w,S4_x,S4_y,S4_z,S5_w,S5_x,S5_y,S5_z,S5_4_rel_w,S5_4_rel_x,S5_4_rel_y,S5_4_rel_z,middle_pose_orientation_x,middle_pose_orientation_y,middle_pose_orientation_z
0.1856,-0.0326,0.9351,0.2999,0.3336,-0.0145,0.8064,0.4879,-0.7009,0.0522,0.6262,0.3372,0.0428,0.0652,0.98,0.1826,0.648769909,0.168209186,-0.726267238,-0.152771639,38.67696626,49.17893474,40.69991347
0.1862,-0.031,0.9351,0.2998,0.3342,-0.0145,0.8067,0.4871,-0.701,0.051,0.6268,0.3362,0.0439,0.0651,0.98,0.1826,0.648259098,0.167163477,-0.727136469,-0.151950877,38.67696626,49.17893474,40.69991347
0.1878,-0.0269,0.9345,0.301,0.3352,-0.0138,0.8068,0.4862,-0.7011,0.0499,0.6278,0.3342,0.0449,0.0648,0.98,0.1824,0.648259098,0.167163477,-0.727136469,-0.151950877,38.67696626,49.17893474,40.69991347
0.1878,-0.0269,0.9345,0.301,0.3352,-0.0138,0.8068,0.4862,-0.7011,0.0499,0.6278,0.3342,0.0449,0.0648,0.98,0.1824,0.648040938,0.165355109,-0.727915791,-0.151126539,37.13539006,49.54040729,40.20971632
0.1925,-0.0233,0.9326,0.3041,0.3394,-0.0113,0.8064,0.484,-0.7052,0.0433,0.6295,0.3231,0.0453,0.0629,0.9799,0.1833,0.646960182,0.154926325,-0.732053408,-0.146758865,37.13539006,49.54040729,40.20971632
0.1999,-0.0173,0.9302,0.307,0.348,-0.0076,0.805,0.4803,-0.7111,0.0318,0.6289,0.3124,0.0467,0.061,0.9797,0.1848,0.646231932,0.1551926,-0.732095207,-0.14945285,34.26146209,50.83656662,40.53339017
0.2025,-0.0139,0.9296,0.3075,0.3514,-0.0062,0.8051,0.4776,-0.7118,0.0209,0.6327,0.3041,0.049,0.0575,0.9793,0.1872,0.64500944,0.155927938,-0.732057476,-0.154081642,34.26146209,50.83656662,40.53339017
0.2052,-0.0094,0.929,0.3076,0.3551,-0.0039,0.8052,0.4747,-0.7105,0.007,0.6392,0.2938,0.0505,0.0557,0.9791,0.1886,0.64500944,0.155927938,-0.732057476,-0.154081642,34.26146209,50.83656662,40.53339017
0.2059,-0.0046,0.9291,0.3068,0.358,-0.0004,0.8057,0.4718,-0.7122,0.0037,0.6379,0.2927,0.0522,0.0542,0.9787,0.1905,0.645885759,0.12720267,-0.743118092,-0.120110651,30.86047038,50.44605228,40.73133353
0.2059,-0.0046,0.9291,0.3068,0.358,-0.0004,0.8057,0.4718,-0.7122,0.0037,0.6379,0.2927,0.0522,0.0542,0.9787,0.1905,0.643211992,0.126173956,-0.745622725,-0.120021735,30.86047038,50.44605228,40.73133353
0.2071,0.005,0.9295,0.3048,0.363,0.007,0.8076,0.4645,-0.7188,-0.0017,0.6331,0.2871,0.0516,0.0534,0.9786,0.1916,0.637442589,0.121369977,-0.75181731,-0.11707693,29.97467874,52.55329812,41.81815776
0.2078,0.0122,0.9298,0.3033,0.3674,0.0133,0.809,0.4585,-0.7291,-0.0161,0.6271,0.2733,0.0513,0.0528,0.9785,0.1925,0.637836703,0.121198873,-0.751363915,-0.118014575,29.97467874,52.55329812,41.81815776
0.2083,0.0269,0.9309,0.2985,0.3731,0.0244,0.8114,0.4491,-0.7296,-0.0227,0.6286,0.268,0.0502,0.0527,0.9784,0.1932,0.637836703,0.121198873,-0.751363915,-0.118014575,29.97467874,52.55329812,41.81815776
0.2014,0.0368,0.9334,0.2947,0.3667,0.0318,0.8217,0.4349,-0.7263,-0.0446,0.6386,0.2499,0.0478,0.0523,0.978,0.1956,0.62907717,0.103471672,-0.764026493,-0.099091099,27.2444577,53.53310314,42.27589003
0.2014,0.0368,0.9334,0.2947,0.3667,0.0318,0.8217,0.4349,-0.7263,-0.0446,0.6386,0.2499,0.0478,0.0523,0.978,0.1956,0.631269368,0.10209944,-0.76222127,-0.100466038,27.2444577,53.53310314,42.27589003
0.1907,0.0541,0.9372,0.2866,0.3394,0.0415,0.847,0.4069,-0.7257,-0.0592,0.6439,0.2348,0.0462,0.0517,0.9777,0.1976,0.639466631,0.067558041,-0.763241917,-0.063088163,21.08293071,53.63300958,41.82635783
0.1865,0.0662,0.9398,0.2785,0.3239,0.0511,0.8632,0.3838,-0.7326,-0.0733,0.6375,0.2266,0.0429,0.0501,0.9772,0.2013,0.633598647,0.059557354,-0.769499082,-0.053636163,21.08293071,53.63300958,41.82635783
0.1825,0.0853,0.9429,0.2651,0.306,0.0635,0.8809,0.3552,-0.7384,-0.0793,0.6307,0.2246,0.041,0.0492,0.9769,0.2034,0.633598647,0.059557354,-0.769499082,-0.053636163,21.08293071,53.63300958,41.82635783
0.1801,0.0936,0.9441,0.2596,0.2835,0.078,0.9008,0.3193,-0.7405,-0.0911,0.6294,0.217,0.0369,0.0482,0.9767,0.2055,0.627777403,0.058062226,-0.774552966,-0.050911814,21.31343295,56.02412142,44.10992812
0.1801,0.0936,0.9441,0.2596,0.2835,0.078,0.9008,0.3193,-0.7405,-0.0911,0.6294,0.217,0.0369,0.0482,0.9767,0.2055,0.627697495,0.050278457,-0.775756073,-0.040871101,21.31343295,56.02412142,44.10992812
0.1781,0.1052,0.9446,0.2546,0.2749,0.0883,0.9089,0.3006,-0.7401,-0.0947,0.6299,0.2152,0.0344,0.0483,0.9766,0.2064,0.629649347,0.047671773,-0.774519836,-0.037257554,20.69171658,56.38910942,45.03853023
