S10_w,S10_x,S10_y,S10_z,S11_w,S11_x,S11_y,S11_z,S8_w,S8_x,S8_y,S8_z,thumb_pose_position_x,thumb_pose_position_y,thumb_pose_position_z
-0.1209,-0.1937,0.906,0.3563,-0.3159,-0.0687,0.758,0.5664,0.3189,0.6359,0.5344,0.4563,41.8967045452,96.4694162268,-6.3919729696
-0.121,-0.1939,0.906,0.3562,-0.316,-0.0687,0.7581,0.5662,0.319,0.6356,0.5347,0.4561,42.1652165768,96.5607147976,-6.732194436
-0.1209,-0.194,0.9059,0.3563,-0.3161,-0.0688,0.758,0.5662,0.3193,0.6354,0.5346,0.4563,42.045774993,96.462229356,-6.899013795
-0.1205,-0.1942,0.9058,0.3565,-0.3157,-0.0692,0.7581,0.5664,0.3197,0.6352,0.5349,0.4562,42.050837511,96.5030237728,-6.778590624
-0.1206,-0.1941,0.9058,0.3566,-0.3158,-0.0691,0.7577,0.5667,0.3195,0.635,0.5347,0.4567,42.1210108094,96.4795416356,-6.92729606
-0.1207,-0.194,0.906,0.3563,-0.316,-0.0687,0.7579,0.5664,0.3196,0.6351,0.5346,0.4567,42.1826041126,96.52319102,-6.9266085962
-0.121,-0.1939,0.906,0.356,-0.3163,-0.0686,0.7579,0.5663,0.3194,0.6351,0.5346,0.4569,42.2985651714,96.5917657834,-7.104846277
-0.1212,-0.194,0.906,0.3558,-0.3161,-0.0689,0.7578,0.5664,0.3195,0.635,0.5348,0.4565,42.171990228,96.503482713,-6.854650779
-0.1213,-0.194,0.906,0.3558,-0.3162,-0.0687,0.7578,0.5664,0.3193,0.6351,0.5347,0.4567,42.2279273528,96.6419659158,-6.7246909498
-0.1217,-0.1938,0.906,0.3559,-0.3167,-0.0684,0.7576,0.5665,0.319,0.6353,0.5344,0.457,42.1944068114,96.4946161042,-6.9610658196
-0.1216,-0.1939,0.9059,0.3562,-0.3165,-0.0686,0.7575,0.5668,0.3192,0.6352,0.5344,0.4571,42.1229368,96.54216754,-6.83486314
-0.1216,-0.1939,0.9059,0.3562,-0.3165,-0.0686,0.7575,0.5668,0.3192,0.6352,0.5344,0.4571,42.0810441976,96.5372918,-6.7270621268
-0.1213,-0.1942,0.9057,0.3565,-0.3165,-0.0689,0.7575,0.5667,0.3193,0.635,0.5346,0.4569,41.9581042008,96.478233954,-6.8041938556
-0.1215,-0.1944,0.9056,0.3566,-0.3167,-0.069,0.7575,0.5665,0.3194,0.6349,0.5347,0.4569,42.11656035,96.5192853636,-6.817887184
-0.1209,-0.1948,0.9055,0.3568,-0.3164,-0.0695,0.7575,0.5666,0.3195,0.6347,0.5349,0.457,41.8970798556,96.4870914748,-6.9137420376
-0.1206,-0.1951,0.9055,0.3568,-0.3161,-0.07,0.7575,0.5667,0.3198,0.6343,0.5352,0.4567,41.8935588572,96.5980898836,-6.6628541942
-0.1241,-0.1957,0.9044,0.3582,-0.3202,-0.0751,0.7532,0.5695,0.3195,0.6348,0.5346,0.4573,42.119590455,96.5242734788,-6.7992187046
-0.1241,-0.1957,0.9044,0.3582,-0.3202,-0.0751,0.7532,0.5695,0.3195,0.6348,0.5346,0.4573,41.540253536,96.763853933,-6.674873704
-0.1283,-0.1982,0.9011,0.3635,-0.3244,-0.0924,0.7409,0.5807,0.3131,0.6446,0.5292,0.454,38.5099087568,97.78320854,-4.6864944328
-0.1293,-0.1988,0.8972,0.3724,-0.3176,-0.1137,0.7289,0.5956,0.3047,0.6558,0.5261,0.4473,38.479001188,97.6302814108,-4.9819833816
-0.1278,-0.1998,0.8955,0.3764,-0.3099,-0.1264,0.7243,0.6026,0.3096,0.6514,0.5195,0.458,34.5748026462,98.762470713,0.420726224
-0.1275,-0.2002,0.8947,0.3782,-0.3066,-0.1334,0.7212,0.6066,0.3211,0.6418,0.5078,0.4763,32.022155985,98.293925373,4.460645754
-0.129,-0.1989,0.8932,0.3818,-0.3064,-0.1393,0.7169,0.6104,0.3276,0.6362,0.5012,0.4862,32.435378745,98.103994529,3.767584828
-0.129,-0.1989,0.8932,0.3818,-0.3064,-0.1393,0.7169,0.6104,0.3276,0.6362,0.5012,0.4862,31.311206871,97.8539571482,5.3658933874
-0.1267,-0.1992,0.8928,0.3833,-0.3045,-0.1383,0.715,0.6138,0.33,0.6333,0.5009,0.4888,31.798969514,97.6944369746,5.3892969714
-0.1223,-0.1972,0.8942,0.3828,-0.3055,-0.125,0.7164,0.6145,0.3307,0.6306,0.5073,0.4852,31.975859443,97.7949038304,4.9274753882
-0.1224,-0.1949,0.8951,0.3817,-0.3088,-0.1162,0.7199,0.6105,0.3302,0.6299,0.5127,0.4808,34.5595197,97.3634341776,3.8051663448
-0.1218,-0.1941,0.8954,0.3815,-0.3112,-0.1118,0.7217,0.608,0.3272,0.6326,0.5234,0.4676,37.4092468688,97.0644310536,1.0675953944
-0.1218,-0.1921,0.8965,0.3799,-0.3185,-0.1004,0.7261,0.6009,0.3381,0.6243,0.5263,0.4678,36.8844424812,97.2237634528,0.8001899108
-0.1218,-0.1921,0.8965,0.3799,-0.3185,-0.1004,0.7261,0.6009,0.3381,0.6243,0.5263,0.4678,39.7465976436,96.8579062864,-1.9839668756
-0.1195,-0.19,0.8973,0.3799,-0.3205,-0.0961,0.7283,0.5979,0.3483,0.6176,0.5236,0.4721,41.7761149188,96.2202221972,-3.592102417
-0.1221,-0.1892,0.8961,0.3822,-0.3166,-0.1138,0.7201,0.6067,0.3443,0.627,0.5144,0.4729,41.085131163,96.1619513922,-4.1702335428
-0.1221,-0.1892,0.8961,0.3822,-0.3166,-0.1138,0.7201,0.6067,0.3443,0.627,0.5144,0.4729,39.7557720002,96.5831182694,-2.807046936
-0.1231,-0.1892,0.8944,0.3859,-0.3053,-0.1301,0.7155,0.6145,0.3243,0.652,0.5095,0.4581,35.1661748596,97.258649028,1.849039834
-0.1192,-0.1902,0.8931,0.3895,-0.2944,-0.1446,0.7112,0.6217,0.3475,0.636,0.487,0.4872,35.2600029718,97.0432387478,1.8007805314
-0.1192,-0.1902,0.8931,0.3895,-0.2944,-0.1446,0.7112,0.6217,0.3475,0.636,0.487,0.4872,32.180512419,96.8882781682,5.6693086474
-0.1198,-0.1901,0.8923,0.3914,-0.2957,-0.1484,0.7086,0.6231,0.3528,0.6322,0.4827,0.4926,31.3876960488,96.713549752,6.5913177868
-0.1184,-0.1908,0.8922,0.3916,-0.2947,-0.1458,0.7086,0.6242,0.3524,0.6309,0.4836,0.4937,31.9882946972,96.7717718224,6.0636078832
