S10_w,S10_x,S10_y,S10_z,S11_w,S11_x,S11_y,S11_z,S8_w,S8_x,S8_y,S8_z,thumb_pose_position_x,thumb_pose_position_y,thumb_pose_position_z
0.0272,-0.2456,0.8976,0.3648,-0.1229,-0.1585,0.781,0.5913,0.5134,0.6174,0.4907,0.338,39.6052364722,94.042890898,4.331706959
0.0266,-0.2448,0.8983,0.3636,-0.1221,-0.1514,0.7846,0.5886,0.5132,0.6176,0.4923,0.3356,39.5425885846,93.841992068,2.8458302714
0.0292,-0.2442,0.9004,0.3587,-0.1199,-0.1439,0.7879,0.5864,0.5093,0.621,0.4973,0.3276,40.8372093964,94.0181908152,2.7061638276
0.0347,-0.2421,0.9039,0.3507,-0.1199,-0.1224,0.794,0.5831,0.5,0.6221,0.5097,0.3211,42.7425542596,93.9893104372,0.5359069874
0.0332,-0.2416,0.9058,0.3461,-0.1229,-0.1087,0.8052,0.5697,0.4903,0.6254,0.5177,0.3166,42.0573313336,93.6348976712,0.6264376928
0.0316,-0.2431,0.9086,0.3378,-0.1236,-0.1016,0.8147,0.5572,0.4719,0.6383,0.5312,0.296,44.6586365386,93.820822642,-3.4754301572
0.033,-0.2451,0.9129,0.3247,-0.122,-0.0812,0.8336,0.5324,0.4635,0.639,0.5472,0.2778,45.795312144,93.6647578888,-7.0255314428
0.033,-0.2463,0.9136,0.3216,-0.1233,-0.078,0.8388,0.5244,0.4617,0.6323,0.5556,0.2796,46.3626380152,93.315738332,-6.6951813344
0.03,-0.2485,0.914,0.319,-0.1257,-0.0866,0.8378,0.5239,0.4589,0.6344,0.5573,0.276,46.4438184452,93.420378092,-8.5521620604
0.0288,-0.2529,0.9107,0.3252,-0.1215,-0.1201,0.8294,0.5317,0.4439,0.6641,0.5406,0.2637,42.4467429592,95.3588318724,-5.7632308676
0.0277,-0.2548,0.9089,0.3287,-0.1226,-0.1372,0.8219,0.539,0.4628,0.65,0.5328,0.2814,42.4400863904,94.8897532892,-6.79444859
0.0219,-0.2545,0.908,0.332,-0.1244,-0.1426,0.8184,0.5424,0.4791,0.6384,0.5296,0.2868,37.9325071336,96.7187699272,-0.9284007696
0.0227,-0.2527,0.9078,0.3337,-0.1269,-0.1442,0.8156,0.5455,0.4843,0.6329,0.5296,0.2902,37.9365760878,96.2804892368,0.284554926
0.0241,-0.2523,0.9082,0.3328,-0.1234,-0.1371,0.8167,0.5466,0.4832,0.634,0.5314,0.2863,37.1460077476,95.9047456948,-0.7879456368
0.0311,-0.2509,0.9088,0.3316,-0.1187,-0.1285,0.8161,0.5507,0.4826,0.6359,0.5324,0.2811,38.9630448916,95.8935248272,-0.957477882
0.0372,-0.2449,0.9113,0.3287,-0.1134,-0.1029,0.8179,0.5544,0.4792,0.6372,0.5352,0.2786,41.9106753308,94.9575475816,-2.1026126256
0.0364,-0.242,0.9133,0.3255,-0.1125,-0.0894,0.8236,0.5486,0.4719,0.6419,0.5402,0.2707,40.6094536704,95.038057137,-2.9871629972
0.0352,-0.2401,0.9155,0.3205,-0.1132,-0.0776,0.8315,0.5382,0.4612,0.6503,0.5483,0.2521,45.9175289648,93.348652716,-7.0028822684
0.0346,-0.2418,0.9135,0.3251,-0.1137,-0.0984,0.8258,0.5434,0.4575,0.6602,0.5402,0.2506,45.8405703544,93.6087130724,-7.520382608
0.0308,-0.2441,0.9109,0.3311,-0.1181,-0.1215,0.8177,0.55,0.4754,0.6456,0.5297,0.2766,44.8239160742,93.773008906,-7.5632952254
0.0182,-0.2437,0.9099,0.3352,-0.1255,-0.1273,0.8159,0.5496,0.4834,0.6362,0.5292,0.2851,38.55945712,96.1986125142,-1.13834668
0.0274,-0.2391,0.911,0.3346,-0.1199,-0.1085,0.8103,0.5632,0.4788,0.6432,0.5278,0.2799,39.4767654226,95.32491371,-1.0153820818
0.0315,-0.2377,0.9113,0.3345,-0.1189,-0.1002,0.8103,0.565,0.4757,0.6439,0.5308,0.2779,43.6054140552,94.295276968,-2.568221704
0.0311,-0.2349,0.9129,0.3323,-0.1163,-0.0812,0.8182,0.557,0.4615,0.656,0.5405,0.2536,42.90359412,94.1241708316,-4.3749699152
0.0322,-0.2355,0.9131,0.331,-0.1162,-0.0866,0.8185,0.5559,0.46,0.6602,0.5394,0.2476,46.1424136232,93.3686417836,-5.4778572788
0.0289,-0.2369,0.9118,0.3338,-0.1174,-0.0999,0.814,0.5599,0.4638,0.6585,0.5286,0.2677,41.5893513544,95.2741988432,-2.4377609376
0.0127,-0.2377,0.9083,0.3438,-0.1285,-0.1197,0.8101,0.5592,0.4834,0.6395,0.5206,0.2935,40.7617120032,94.781455712,-3.8116675936
0.0068,-0.2362,0.9086,0.3441,-0.1296,-0.1199,0.8099,0.5592,0.4822,0.6395,0.5212,0.2943,37.928323048,96.035230972,-1.776394484
0.0087,-0.2353,0.9091,0.3434,-0.1264,-0.1148,0.8089,0.5625,0.481,0.6398,0.522,0.2942,38.758676462,95.680863934,-1.18961448
0.0218,-0.2355,0.9107,0.3385,-0.1155,-0.0971,0.8096,0.5671,0.4773,0.6455,0.5234,0.2854,37.758817481,95.5883364164,-1.1914209762
0.0242,-0.2342,0.9119,0.336,-0.1169,-0.085,0.814,0.5625,0.4747,0.6459,0.5255,0.2846,41.347016886,94.9570399368,-1.1925219254
0.0228,-0.232,0.9127,0.3355,-0.1182,-0.0751,0.818,0.5577,0.4604,0.6566,0.5327,0.2701,45.3324128196,93.5046448112,-5.8122279042
0.0205,-0.2295,0.9162,0.3275,-0.1221,-0.0538,0.8325,0.5375,0.4485,0.6571,0.5471,0.26,44.5599713272,93.7542800782,-6.2895270062
0.0192,-0.2299,0.9185,0.3208,-0.132,-0.0435,0.8389,0.5261,0.4486,0.6489,0.5521,0.2697,47.827520592,92.2437428792,-9.9415670072
0.0148,-0.2304,0.9196,0.3177,-0.1383,-0.0383,0.8422,0.5196,0.4517,0.6356,0.5549,0.2897,49.281528111,91.001732431,-13.402579766
0.0059,-0.2286,0.9218,0.3128,-0.1509,-0.0235,0.848,0.5075,0.4499,0.6285,0.5559,0.3056,49.865297561,90.966446552,-12.7252860138
-0.0022,-0.2255,0.924,0.3088,-0.1629,-0.0128,0.8476,0.5047,0.4486,0.6255,0.5551,0.3151,50.049219281,89.7665722928,-15.4329986106
-0.0114,-0.2231,0.9243,0.3093,-0.1689,-0.0079,0.8471,0.5037,0.4412,0.6258,0.5526,0.3288,51.0510340606,88.5534569938,-17.7322084806
-0.026,-0.2204,0.925,0.3081,-0.177,-0.0073,0.8487,0.4981,0.4182,0.6412,0.556,0.3234,52.4620924848,88.7777380264,-16.114187502
-0.0291,-0.2219,0.925,0.3069,-0.1813,-0.0292,0.8427,0.5059,0.4047,0.6523,0.5565,0.3176,51.1046804436,89.1361598348,-16.285451264
-0.0335,-0.2256,0.9223,0.3119,-0.1865,-0.0524,0.8361,0.5131,0.3799,0.6785,0.5501,0.3044,45.46822154,94.01032355,-10.315300634
-0.0415,-0.2355,0.9129,0.3306,-0.1881,-0.0982,0.8132,0.5417,0.3986,0.6859,0.5236,0.3102,45.4575711056,94.118788666,-11.5242851112
-0.0422,-0.2368,0.9092,0.3397,-0.1855,-0.1112,0.8049,0.5524,0.4171,0.6762,0.5129,0.3248,38.5642309614,97.268113963,-1.4794102128
-0.0426,-0.2354,0.9082,0.3433,-0.1885,-0.1127,0.8022,0.5551,0.4251,0.6681,0.5096,0.3362,37.145987346,97.005629493,1.760876925
-0.0419,-0.2359,0.908,0.3435,-0.186,-0.1072,0.8046,0.5535,0.4246,0.6674,0.5143,0.3312,37.379482314,96.7653938256,-1.0541142172
-0.0391,-0.2368,0.9094,0.3394,-0.1848,-0.0966,0.8032,0.5579,0.4215,0.6687,0.5173,0.3278,37.764423766,96.7562894012,-0.1733419744
-0.0368,-0.2363,0.9101,0.3381,-0.1879,-0.0883,0.8041,0.5568,0.4165,0.6698,0.5231,0.3226,40.0958851944,95.9717462468,-2.5835234044
-0.0428,-0.2324,0.9129,0.3327,-0.2003,-0.065,0.8136,0.5418,0.395,0.6783,0.541,0.3018,40.8664126498,95.8767844892,-3.507944348
-0.0416,-0.231,0.9149,0.3283,-0.2006,-0.0548,0.8195,0.5339,0.3961,0.6727,0.5443,0.3068,43.5590308782,94.4627344548,-8.0808199816
-0.0408,-0.2305,0.9157,0.3266,-0.1994,-0.0524,0.8206,0.5329,0.4008,0.6655,0.5451,0.315,45.7049822076,93.5488964802,-8.9511531414
-0.0469,-0.2319,0.9122,0.3344,-0.2003,-0.0803,0.8121,0.5419,0.3804,0.6916,0.5344,0.302,46.0854249816,93.81977596,-9.8211220216
-0.0518,-0.2356,0.9099,0.3374,-0.2023,-0.0977,0.8063,0.5469,0.382,0.6923,0.5254,0.314,40.8011798544,95.8665760064,-5.4704008176
-0.0579,-0.2363,0.9091,0.3378,-0.2061,-0.1049,0.8036,0.5482,0.4039,0.6809,0.5128,0.3319,35.9835521838,97.4626840462,-1.96538263
-0.0565,-0.2376,0.9076,0.3413,-0.206,-0.1063,0.8021,0.5501,0.4069,0.6828,0.5064,0.3341,37.697372448,97.0675170982,-1.6027971644
-0.0565,-0.2376,0.9076,0.3413,-0.206,-0.1063,0.8021,0.5501,0.4069,0.6828,0.5064,0.3341,37.013767656,97.0890385614,-0.5244526688
-0.0441,-0.2398,0.9107,0.3334,-0.2006,-0.0917,0.8032,0.5532,0.4003,0.6837,0.5163,0.325,39.1361039614,96.5248992486,-2.4739065422
-0.0508,-0.2345,0.9136,0.328,-0.2093,-0.0589,0.8165,0.5347,0.3793,0.6852,0.5426,0.3033,39.6524620566,96.5026791278,-3.6916955108
-0.0484,-0.233,0.9172,0.3193,-0.2078,-0.0496,0.824,0.5247,0.3775,0.6817,0.5496,0.3009,44.2277494018,94.154102421,-9.6204452944
-0.0488,-0.2321,0.9192,0.3141,-0.2089,-0.0388,0.8314,0.5133,0.3837,0.6689,0.5537,0.314,47.3074719384,92.732120864,-13.2313492144
-0.0535,-0.2324,0.9197,0.3116,-0.2194,-0.0343,0.8343,0.5044,0.3902,0.6606,0.5516,0.3269,47.358071133,93.1479513214,-12.4570810472
-0.059,-0.2326,0.9183,0.3146,-0.2222,-0.0402,0.833,0.505,0.3857,0.6633,0.5496,0.3301,46.9068396556,92.8697847544,-14.9024800116
-0.0634,-0.2332,0.9174,0.3158,-0.2233,-0.0524,0.8316,0.5056,0.3725,0.6754,0.5451,0.3283,44.299452658,94.3597479248,-13.7675362536
-0.0639,-0.2403,0.9126,0.3243,-0.2138,-0.091,0.8234,0.5176,0.3527,0.7035,0.5307,0.3145,44.6702663366,94.3260758622,-13.170158469
-0.0639,-0.2403,0.9126,0.3243,-0.2138,-0.091,0.8234,0.5176,0.3527,0.7035,0.5307,0.3145,38.4471648286,97.5574026448,-7.2228748868
-0.0649,-0.2448,0.9093,0.3301,-0.2092,-0.1196,0.8101,0.5343,0.3769,0.6936,0.5174,0.3301,33.6863133972,98.660738742,-0.8663100258
-0.0614,-0.2451,0.9091,0.3311,-0.21,-0.1173,0.8073,0.5387,0.3838,0.6912,0.514,0.3323,34.5582453072,97.9164206192,-1.1503187096
-0.0614,-0.2451,0.9091,0.3311,-0.21,-0.1173,0.8073,0.5387,0.3838,0.6912,0.514,0.3323,34.7262520566,97.7932616652,-1.1488952418
-0.0521,-0.2439,0.9113,0.3274,-0.2083,-0.0964,0.8102,0.5392,0.3841,0.6845,0.5275,0.3247,37.9536945996,97.0794630608,-3.3404943276
