S10_w,S10_x,S10_y,S10_z,S11_w,S11_x,S11_y,S11_z,S8_w,S8_x,S8_y,S8_z,thumb_pose_position_x,thumb_pose_position_y,thumb_pose_position_z
-0.1982,0.0843,0.9345,0.2834,-0.2681,0.1589,0.7904,0.5272,0.0907,0.6917,0.6024,0.3877,60.8573682362,86.2167464054,13.943547118
-0.1969,0.0836,0.9348,0.2835,-0.2625,0.1511,0.7924,0.5292,0.0921,0.6936,0.5996,0.3884,60.9053034086,86.2114386024,13.9249027798
-0.1925,0.0828,0.9354,0.2843,-0.252,0.139,0.7952,0.5336,0.0953,0.6994,0.5921,0.3887,57.5591116016,87.1169504172,17.268818496
-0.1925,0.0828,0.9354,0.2843,-0.252,0.139,0.7952,0.5336,0.0953,0.6994,0.5921,0.3887,54.7649564408,87.3227015888,20.10468366
-0.1881,0.0823,0.9356,0.2869,-0.2425,0.1316,0.7952,0.5397,0.0999,0.7039,0.585,0.39,54.6685349,87.3943971008,19.6575759344
-0.1857,0.0817,0.9349,0.2908,-0.2384,0.1278,0.7946,0.5434,0.1038,0.7063,0.5796,0.3927,52.808368313,87.3821766424,22.1843696042
-0.1843,0.0804,0.9348,0.2926,-0.2325,0.1195,0.7925,0.5509,0.1078,0.7074,0.5756,0.3956,49.2398692736,87.811469214,24.3145450356
-0.1802,0.0756,0.9345,0.2973,-0.2214,0.1066,0.786,0.5671,0.1219,0.7075,0.566,0.405,48.8821732128,87.6995927328,23.4926166568
-0.1751,0.0714,0.9354,0.2986,-0.21,0.0988,0.7855,0.5736,0.1283,0.7052,0.5654,0.4079,44.9191593912,88.3745093528,25.790833978
-0.1751,0.0714,0.9354,0.2986,-0.21,0.0988,0.7855,0.5736,0.1283,0.7052,0.5654,0.4079,42.3627065912,88.5902327714,26.2912113474
-0.1737,0.0712,0.9353,0.2996,-0.2064,0.0994,0.7845,0.5761,0.13,0.7047,0.5659,0.4074,42.4166082054,88.5126925878,25.5586729968
-0.1741,0.0714,0.9348,0.3009,-0.2102,0.1005,0.7845,0.5746,0.1298,0.7045,0.5658,0.4079,41.8056669228,88.3368430092,25.7449880112
-0.1741,0.0714,0.9348,0.3009,-0.2102,0.1005,0.7845,0.5746,0.1298,0.7045,0.5658,0.4079,42.1888037822,88.3439609146,25.5467881548
-0.1778,0.0721,0.934,0.301,-0.2292,0.1062,0.7871,0.5626,0.1245,0.7042,0.5708,0.4033,42.2870014212,88.6213269,25.552650108
-0.1824,0.0784,0.9334,0.2985,-0.2421,0.1318,0.791,0.546,0.1152,0.6997,0.5811,0.3992,45.759411577,88.3766583556,24.2351822908
-0.1824,0.0784,0.9334,0.2985,-0.2421,0.1318,0.791,0.546,0.1152,0.6997,0.5811,0.3992,53.4976573888,86.9065851264,20.811544608
-0.1844,0.0864,0.9327,0.2975,-0.2481,0.1537,0.7882,0.5416,0.1125,0.6967,0.5874,0.3958,53.1665129672,87.1144225608,21.0694269112
-0.1867,0.0921,0.9313,0.2988,-0.2566,0.1676,0.7829,0.5412,0.111,0.6929,0.5917,0.3966,58.4368112892,85.3875976322,17.9403029766
-0.1867,0.0921,0.9313,0.2988,-0.2566,0.1676,0.7829,0.5412,0.111,0.6929,0.5917,0.3966,61.3256640384,84.521518996,16.4018701248
-0.1838,0.096,0.9309,0.3003,-0.2593,0.1781,0.7796,0.5413,0.1154,0.6884,0.5947,0.3986,60.9959106738,84.7459821754,16.1870916776
-0.1827,0.0994,0.93,0.3029,-0.266,0.1889,0.7738,0.5429,0.122,0.6831,0.5983,0.4006,63.3394420886,83.5235797366,14.8119349096
-0.1827,0.0994,0.93,0.3029,-0.266,0.1889,0.7738,0.5429,0.122,0.6831,0.5983,0.4006,65.2342101728,82.1870334466,12.3339864682
-0.1823,0.1019,0.9296,0.3034,-0.2683,0.1955,0.772,0.5419,0.1336,0.6766,0.6027,0.4011,65.4828401772,82.2920494216,12.0856570534
-0.1771,0.0934,0.9311,0.3046,-0.2562,0.1606,0.7838,0.5423,0.1256,0.6843,0.5983,0.3972,65.1207628292,82.1221072522,12.0420515646
-0.1771,0.0934,0.9311,0.3046,-0.2562,0.1606,0.7838,0.5423,0.1256,0.6843,0.5983,0.3972,59.6322043572,84.9880309038,17.124342931
