0.90994,1.2809,1
0.8129,1.2039,2
0.9576,1.3166,3
0.88308,1.2619,4
0.82935,1.2008,5
1.141,1.4548,6
0.77507,1.1257,7
1.0752,1.4282,8
0.96398,1.3335,9
0.94997,1.3306,10
1.8348,1.7997,1
1.5387,1.6704,2
1.5424,1.6755,3
1.9369,1.8363,4
2.2454,1.9598,5
1.8639,1.8005,6
1.2773,1.5344,7
1.8323,1.8015,8
1.751,1.7583,9
1.2701,1.5299,10
