S10_w,S10_x,S10_y,S10_z,S6_w,S6_x,S6_y,S6_z,middle_pose_position_x,middle_pose_position_y,middle_pose_position_z
-0.5205,0.2299,0.7742,0.2767,-0.2835,0.4234,0.7241,0.4647,10.0927561522,86.250649766,59.7545948104
-0.5203,0.228,0.7753,0.2758,-0.2744,0.4336,0.7125,0.4784,9.9380999256,87.764531578,58.3148824392
-0.52,0.2252,0.7767,0.2747,-0.2382,0.4697,0.6691,0.5241,9.911187022,88.897733096,56.329011114
-0.5202,0.2247,0.777,0.2741,-0.22,0.478,0.6522,0.5454,9.92966457,88.8450536562,56.7025154966
-0.5202,0.2239,0.7772,0.2739,-0.2185,0.4763,0.6548,0.5446,9.827768466,89.4136661222,55.1041175986
-0.5208,0.2218,0.7776,0.2733,-0.2182,0.4668,0.663,0.543,9.4066245902,90.1014463722,53.6485929332
-0.5206,0.2199,0.7786,0.2723,-0.2219,0.4621,0.6694,0.5375,9.6707886504,90.257451822,54.0196040388
-0.5205,0.2199,0.7786,0.2727,-0.2222,0.4609,0.6694,0.5385,9.1287468824,90.297434232,53.422887214
-0.5206,0.2207,0.7778,0.2741,-0.2223,0.4602,0.6677,0.541,9.275391568,90.0267221752,54.265741444
-0.5208,0.2208,0.7775,0.2745,-0.2189,0.4649,0.6586,0.5496,9.4631833446,90.2877633562,53.8002484546
-0.5216,0.2206,0.777,0.2744,-0.2245,0.4657,0.6552,0.5507,8.9340926958,89.1873920146,55.6615373338
-0.5232,0.2198,0.7764,0.2738,-0.2664,0.4305,0.7011,0.502,8.5999719166,88.72406716,56.5451475194
-0.5239,0.2194,0.776,0.2739,-0.2833,0.4107,0.7202,0.4819,8.9075395854,88.6636407072,56.004634935
-0.5244,0.2195,0.7757,0.2738,-0.291,0.3999,0.7279,0.4747,8.3573390282,88.2507432426,57.25338748
-0.5256,0.2199,0.7749,0.2736,-0.3045,0.3876,0.7389,0.4592,8.6989143312,87.954040376,57.9933386736
-0.5278,0.2188,0.7742,0.272,-0.3048,0.3929,0.7373,0.457,8.9091899808,87.942478359,57.4226749124
-0.5287,0.2169,0.775,0.2696,-0.2971,0.4172,0.7239,0.462,9.0500772708,88.738284796,56.8146123064
-0.5302,0.2155,0.7746,0.2686,-0.2564,0.4687,0.6684,0.5173,10.2180776518,89.8294059224,55.20320961
-0.5275,0.2128,0.7775,0.2679,-0.2533,0.4558,0.6804,0.5148,10.0381732354,91.1953155422,53.53048179
-0.5262,0.2103,0.7797,0.2661,-0.2557,0.4356,0.6998,0.505,9.393718565,92.246688168,51.9218660218
-0.5269,0.2103,0.7793,0.2658,-0.2603,0.4289,0.7084,0.4963,9.5787080996,92.0234990428,52.1768580122
-0.5267,0.2109,0.7791,0.2666,-0.2631,0.4234,0.7159,0.4887,9.5504417484,92.9359808764,50.2284833906
-0.5267,0.2099,0.7796,0.2656,-0.2658,0.4195,0.7195,0.4852,9.9003658598,93.0162714754,49.6845640584
-0.5266,0.2095,0.7797,0.2659,-0.2682,0.4179,0.7219,0.4818,9.6614568196,92.9363459628,49.843470336
-0.5263,0.2093,0.7799,0.2661,-0.2691,0.4176,0.7218,0.4818,9.5768892576,93.1043936568,49.070435332
-0.5264,0.2084,0.7802,0.2657,-0.2665,0.4208,0.7128,0.4935,9.1811999402,92.8771173924,49.3141064248
-0.5278,0.2082,0.7792,0.2656,-0.2622,0.4289,0.6972,0.5109,9.26459985,92.917406611,49.440022494
-0.5305,0.2073,0.778,0.2648,-0.2574,0.4367,0.6845,0.5238,8.8566648944,92.5777638862,50.6592778472
-0.531,0.207,0.778,0.2642,-0.2519,0.4435,0.679,0.5279,8.7044497652,92.325740038,51.5891253274
-0.5308,0.2073,0.7781,0.2639,-0.2522,0.443,0.6814,0.525,8.7705913624,92.295041856,51.935819932
-0.5315,0.2075,0.7777,0.2634,-0.2514,0.4444,0.6821,0.5233,8.6895929408,91.9288723712,52.9543540128
-0.5328,0.2074,0.7767,0.2639,-0.2525,0.4488,0.6799,0.522,8.962119825,92.134258384,52.860637823
-0.5329,0.208,0.7763,0.2644,-0.2523,0.4484,0.681,0.521,9.077787616,92.0537112596,52.7369070212
-0.5322,0.2081,0.7769,0.2642,-0.2514,0.434,0.6935,0.517,9.2090510456,92.1580191544,52.824023488
-0.5321,0.2064,0.7777,0.2632,-0.2579,0.4228,0.7056,0.5066,9.0423413298,92.9332980674,50.9675605222
-0.5321,0.2062,0.7777,0.2633,-0.2614,0.4154,0.7123,0.5015,9.122673731,92.8530745696,50.874394775
-0.5316,0.2073,0.7774,0.2645,-0.2749,0.3992,0.7195,0.4973,8.9360796064,93.3439451904,49.3247887032
-0.5316,0.2073,0.7774,0.2645,-0.2749,0.3992,0.7195,0.4973,9.155437211,93.365803985,48.267693788
-0.531,0.2055,0.7786,0.2633,-0.283,0.3913,0.7201,0.4981,9.07345213,93.5492976488,48.59581561
-0.5301,0.2065,0.7785,0.2647,-0.2826,0.3872,0.7262,0.4926,9.282291844,93.4568155644,47.3030785676
-0.5301,0.2065,0.7785,0.2647,-0.2826,0.3872,0.7262,0.4926,9.340315722,93.0504800564,47.381127762
-0.5286,0.2067,0.779,0.2662,-0.2819,0.3813,0.7326,0.4882,9.0828840012,93.2205061194,47.215621061
-0.5285,0.2062,0.7789,0.2671,-0.2819,0.3811,0.7324,0.4886,9.081148058,92.7826845186,47.0803108934
