S10_w,S10_x,S10_y,S10_z,S6_w,S6_x,S6_y,S6_z,middle_pose_position_x,middle_pose_position_y,middle_pose_position_z
-0.5366,0.2175,0.7726,0.2601,-0.3332,0.3978,0.6999,0.4905,6.788576893,77.2245327142,66.2502422592
-0.5358,0.2212,0.7714,0.2622,-0.3265,0.4066,0.6882,0.5043,7.0678263792,74.6879803884,67.4688298878
-0.5358,0.221,0.7714,0.2622,-0.3262,0.4077,0.6856,0.5072,6.8866712282,75.2018363692,66.786734021
-0.5377,0.2176,0.7721,0.2592,-0.3272,0.4067,0.6864,0.5062,6.7092232504,75.601300571,66.4069481022
-0.5384,0.2135,0.774,0.2556,-0.3367,0.3987,0.6939,0.496,6.929861216,78.34760512,65.236359312
-0.539,0.2122,0.7745,0.2537,-0.3451,0.3911,0.7028,0.4836,7.218871332,78.1692793968,65.9479642424
-0.5404,0.2105,0.7749,0.2511,-0.3498,0.3845,0.7104,0.4742,7.5515358816,82.6567939904,63.5042672416
-0.5422,0.2098,0.7741,0.25,-0.3659,0.3684,0.7234,0.4548,8.105562534,84.603746407,61.6136027616
-0.5388,0.2129,0.7752,0.2515,-0.3612,0.3721,0.7215,0.4586,8.2824016056,84.339796934,62.795612716
-0.5361,0.2156,0.7756,0.2537,-0.3441,0.3927,0.7072,0.4766,8.6828612136,81.4856381348,65.0880539272
-0.5344,0.2208,0.7742,0.2569,-0.3297,0.4049,0.6921,0.4981,7.7488522796,76.8550520306,66.5217733034
-0.5344,0.2208,0.7742,0.2569,-0.3297,0.4049,0.6921,0.4981,7.500103816,76.8115313936,66.809915653
-0.5366,0.2219,0.7723,0.2572,-0.3241,0.4115,0.6826,0.5094,7.055361774,74.6131548316,67.237845631
-0.5354,0.223,0.7724,0.2586,-0.3217,0.4121,0.6803,0.5135,6.706832868,74.0607298908,66.9920748108
-0.5368,0.221,0.7732,0.255,-0.3245,0.4114,0.6815,0.5107,6.7323626202,73.9586866044,66.6388829628
-0.5372,0.221,0.7726,0.256,-0.3304,0.4107,0.683,0.5054,6.9897519502,75.037726102,66.6567697494
-0.5356,0.221,0.7737,0.256,-0.3344,0.4072,0.6876,0.4993,7.6062079528,76.8879712688,66.8817248644
-0.5365,0.2196,0.7744,0.2533,-0.3388,0.4015,0.6975,0.4871,7.973588598,77.0675025572,66.3168191372
-0.5371,0.2222,0.7719,0.2573,-0.3609,0.3688,0.7355,0.4389,8.6022113496,82.0330197704,64.552464968
-0.5363,0.2241,0.7711,0.2596,-0.3599,0.3632,0.7453,0.4277,9.961273829,83.743452324,63.316243472
-0.5361,0.2255,0.7702,0.2615,-0.3544,0.3652,0.7448,0.4313,9.9279601322,84.000927743,62.7491936304
-0.5343,0.2243,0.7709,0.2642,-0.3198,0.4151,0.726,0.4451,10.279815727,84.394284225,62.678734994
-0.5349,0.2216,0.7709,0.2651,-0.2986,0.4405,0.7049,0.4688,9.8795137384,86.9283784764,59.5125717932
-0.5352,0.2211,0.7705,0.2662,-0.2648,0.4708,0.6667,0.5133,10.345424004,86.9068068968,59.3117730576
-0.5326,0.2221,0.7705,0.2704,-0.2579,0.4616,0.6846,0.5015,10.303959344,87.9154323648,57.5156102336
-0.532,0.2199,0.7717,0.2701,-0.2602,0.4552,0.695,0.492,10.2753593362,88.2069373086,55.7560885132
-0.5325,0.2186,0.7719,0.2698,-0.2602,0.4548,0.6971,0.4892,10.5630733956,88.439124257,54.9340667942
-0.533,0.2181,0.7713,0.2707,-0.257,0.4613,0.6867,0.4994,10.2242632368,88.417592096,54.3101941076
-0.5359,0.2164,0.7708,0.2679,-0.2546,0.4666,0.6765,0.5096,10.389373692,88.2644619392,55.4937884836
-0.5382,0.2153,0.7702,0.2659,-0.2623,0.4674,0.6693,0.5144,10.4877722392,88.344876138,55.670883283
-0.5393,0.2144,0.7699,0.2651,-0.3361,0.3823,0.7409,0.438,9.9745750632,87.7818678486,57.2267373812
-0.5389,0.2151,0.7698,0.2655,-0.3532,0.3536,0.7562,0.4223,9.1473963158,86.0237085102,60.4164217348
-0.5396,0.2132,0.771,0.2622,-0.3614,0.3438,0.7598,0.4169,9.1073039412,86.0787433104,60.1810852422
-0.5407,0.2126,0.7702,0.2628,-0.3502,0.3611,0.7511,0.4274,8.9639928896,86.2900487616,60.7080636094
-0.5401,0.2118,0.7712,0.2618,-0.3361,0.3873,0.7357,0.4423,9.1731829622,87.4973660186,59.3999875088
-0.5382,0.212,0.7723,0.2622,-0.3103,0.4181,0.717,0.4633,9.406641408,87.144754032,59.54781792
-0.5397,0.2115,0.7716,0.2617,-0.2772,0.4508,0.6921,0.4906,9.681507136,89.2388343336,57.2718465128
-0.5382,0.2118,0.7722,0.2627,-0.2757,0.4495,0.6983,0.4838,10.0812477952,90.3338528698,54.5973150942
-0.535,0.2114,0.7742,0.2634,-0.2815,0.4418,0.7095,0.4711,9.969828483,90.034308602,54.884119496
-0.5333,0.2109,0.7753,0.264,-0.2911,0.4369,0.7095,0.4699,9.911094516,90.136433298,53.060766966
-0.5327,0.2112,0.7752,0.2659,-0.2894,0.4354,0.7071,0.476,9.6323318664,89.6378652424,51.5792905808
-0.5305,0.2114,0.776,0.2674,-0.2879,0.4326,0.7072,0.4793,9.5351100934,89.789879831,51.7970995488
-0.5316,0.2105,0.776,0.2661,-0.285,0.4362,0.7005,0.4874,8.9051994754,88.830467471,51.6318439578
-0.5327,0.2103,0.7753,0.2658,-0.2844,0.4425,0.6875,0.5004,9.1104020328,89.2223278288,52.4145971592
-0.5364,0.2089,0.7743,0.2624,-0.285,0.4487,0.6728,0.5144,9.1688210744,89.3767849186,52.8060982874
-0.539,0.2086,0.7733,0.2604,-0.3201,0.4263,0.6801,0.5031,9.6820724312,90.1121947724,53.9928195596
-0.5385,0.21,0.7731,0.2609,-0.3706,0.369,0.7426,0.4182,9.342753284,88.8688398784,56.690901164
-0.5416,0.2112,0.7715,0.2583,-0.3909,0.3342,0.7612,0.3949,8.8863258816,88.604770016,57.0075909888
-0.5402,0.2155,0.7703,0.2612,-0.3724,0.3261,0.7726,0.3974,8.4931730096,87.842530128,59.080577672
-0.5385,0.2185,0.7703,0.2623,-0.3637,0.3432,0.7593,0.4163,7.3840166974,85.830758534,61.2452538162
-0.5375,0.2202,0.7714,0.2595,-0.3541,0.3563,0.7492,0.4315,7.6106736672,85.97086852,60.6057287936
-0.5337,0.2229,0.7725,0.2617,-0.316,0.3997,0.7094,0.4868,7.662354576,81.74868751,65.330270932
-0.5347,0.2218,0.7725,0.2608,-0.3114,0.4053,0.6996,0.4992,6.818064047,76.599960974,67.083221788
-0.5371,0.2199,0.7726,0.2572,-0.3118,0.4046,0.6994,0.4997,6.272835017,76.557658936,66.9335752932
-0.5362,0.2238,0.7724,0.2561,-0.3186,0.4075,0.6918,0.5036,5.9901767026,76.42725321,65.5501307378
-0.5362,0.2238,0.7724,0.2561,-0.3186,0.4075,0.6918,0.5036,7.827675726,75.8227128406,66.6814200842
-0.5353,0.2267,0.7719,0.2569,-0.322,0.4138,0.6911,0.4973,7.388757726,76.1770525846,66.6581064134
-0.5375,0.2233,0.7731,0.2519,-0.3316,0.4025,0.7055,0.4797,8.9972275638,77.7835237526,66.5620372944
-0.5387,0.2216,0.7734,0.2498,-0.3424,0.3859,0.7247,0.4565,9.32475126,82.6798869604,63.7520811328
-0.5385,0.2227,0.7727,0.2517,-0.3547,0.3674,0.7507,0.4188,9.6869646384,82.4703897314,64.2816154476
-0.539,0.2241,0.7722,0.2507,-0.3536,0.3702,0.7498,0.419,9.9920595158,84.5090915474,62.171160473
-0.539,0.2241,0.7722,0.2507,-0.3536,0.3702,0.7498,0.419,10.8822917946,84.7858591478,62.3927064
-0.5387,0.2264,0.7721,0.2494,-0.3567,0.3723,0.7438,0.4252,10.8061262988,84.8753333466,62.2792210614
-0.5363,0.2301,0.772,0.2517,-0.3386,0.3965,0.7246,0.4505,10.5659190036,82.9298902772,63.7008132308
-0.5369,0.2273,0.7731,0.2492,-0.3289,0.4097,0.7067,0.4737,9.773706906,78.779859272,66.794654959
-0.5393,0.2256,0.7725,0.2478,-0.3276,0.4118,0.7015,0.4804,9.2752695848,78.9796288224,66.078498196
-0.5392,0.2276,0.7714,0.2496,-0.3254,0.4157,0.6943,0.4889,8.6330157012,77.7920389036,65.387067232
-0.538,0.2292,0.7715,0.2504,-0.325,0.4165,0.6926,0.491,8.906732391,75.758503057,66.864166039
-0.5417,0.2251,0.772,0.2443,-0.3312,0.4157,0.6919,0.4884,8.8061873204,75.9863361542,66.304185203
-0.5411,0.2254,0.772,0.2453,-0.3344,0.4136,0.6942,0.4848,9.1689221904,77.6912530552,65.2652275032
-0.5396,0.2257,0.7734,0.2442,-0.3457,0.403,0.7061,0.4683,9.8415362646,80.7595586726,65.1706670112
-0.5401,0.2247,0.774,0.2418,-0.3619,0.383,0.7252,0.4429,10.16572076,80.9361320712,64.9157077648
-0.542,0.2246,0.7733,0.2401,-0.3721,0.3709,0.7384,0.4226,10.8351666732,84.6614918628,62.2671144324
-0.5419,0.2254,0.773,0.2403,-0.3728,0.3746,0.7351,0.4244,11.480021453,84.101303339,62.483953769
-0.5404,0.2242,0.775,0.2387,-0.3474,0.4022,0.7147,0.4545,11.04720458,83.788094796,63.29976762
-0.5401,0.2236,0.7748,0.2404,-0.346,0.4013,0.7149,0.4561,10.424952734,81.85271681,64.391181118
-0.5398,0.2242,0.7744,0.2418,-0.3407,0.4058,0.7064,0.469,9.4076849154,78.6040466462,65.445504864
-0.5406,0.2244,0.774,0.2412,-0.3358,0.4117,0.7,0.477,9.375942836,78.4859352036,65.6604955504
-0.5413,0.2256,0.7722,0.2439,-0.3358,0.4127,0.6978,0.4794,9.3762264588,77.470126764,65.9442785064
-0.541,0.2268,0.7713,0.2466,-0.3323,0.416,0.6927,0.4863,9.1609838806,76.0840252852,66.4919084266
-0.5411,0.2245,0.7727,0.2442,-0.333,0.4157,0.6927,0.4862,9.084802044,76.2394780158,66.1673599608
-0.5427,0.2236,0.7717,0.2444,-0.3352,0.4157,0.692,0.4856,8.9812355944,76.811895909,66.2240303048
-0.5424,0.2239,0.7713,0.2459,-0.3383,0.4142,0.6928,0.4836,9.4083081058,77.3983482714,65.9748096428
-0.5424,0.2202,0.7728,0.2447,-0.3439,0.4071,0.6998,0.4754,9.438680287,77.411216216,66.03289861
-0.5441,0.2161,0.7731,0.2438,-0.3539,0.3928,0.7113,0.463,9.4488381708,80.2697579832,65.3213353368
-0.5458,0.2131,0.7726,0.2442,-0.3678,0.3717,0.7294,0.4408,9.5715700256,85.87610472,61.4204064672
-0.5494,0.2075,0.772,0.2426,-0.3802,0.3424,0.7594,0.4016,10.0365868392,85.7631781296,61.9132439544
-0.5494,0.2064,0.7718,0.2443,-0.3799,0.3402,0.7622,0.3986,9.3879452812,88.0303744632,59.1073935044
-0.5487,0.2037,0.772,0.2476,-0.3427,0.413,0.7257,0.4305,9.6672953056,89.782245844,57.69642942
-0.5487,0.2037,0.772,0.2476,-0.3427,0.413,0.7257,0.4305,9.835465201,90.0371501572,57.1242929986
-0.5521,0.1957,0.7725,0.2448,-0.298,0.4508,0.6875,0.4849,9.160359485,92.3347939032,53.0609356626
-0.5502,0.1934,0.7744,0.2448,-0.2985,0.4362,0.7064,0.4705,9.555621598,92.5053421932,52.1255201544
-0.5493,0.1916,0.775,0.2466,-0.3026,0.4304,0.7174,0.4564,9.7963274482,92.6120542414,52.1413968158
-0.5493,0.1916,0.775,0.2466,-0.3026,0.4304,0.7174,0.4564,9.3177895354,92.5121616038,51.4306218006
-0.5497,0.1901,0.7755,0.2451,-0.3004,0.4317,0.7125,0.4643,9.04060963,91.9450055452,53.0430165584
-0.5515,0.1908,0.7738,0.2458,-0.293,0.4419,0.6914,0.4905,9.197833398,92.0151959732,53.2174850664
-0.5515,0.1908,0.7738,0.2458,-0.293,0.4419,0.6914,0.4905,8.548291793,90.9547714356,55.8096860442
-0.5543,0.1879,0.773,0.2443,-0.3599,0.3572,0.7492,0.4258,7.4592738692,89.5279657112,58.1586128868
-0.5534,0.1882,0.7739,0.2431,-0.3907,0.3022,0.7811,0.3817,7.5417269734,89.409359059,58.1133724652
-0.5549,0.1897,0.772,0.2449,-0.3832,0.3183,0.7701,0.3982,7.5854772512,88.66308276,59.7668697476
-0.5549,0.1897,0.772,0.2449,-0.3832,0.3183,0.7701,0.3982,7.60731339,89.1554357534,59.1435657862
-0.554,0.1892,0.7729,0.2443,-0.385,0.3164,0.7709,0.3964,7.781020987,88.9746099748,58.9128844412
-0.5541,0.1882,0.7738,0.2421,-0.3755,0.3378,0.7627,0.4037,8.140155078,91.0914661432,56.7398071608
-0.5551,0.1877,0.7731,0.2426,-0.3454,0.3994,0.7288,0.4357,8.7220423574,92.9050613766,53.4839527954
-0.5507,0.1876,0.7764,0.2421,-0.3089,0.4206,0.7182,0.4601,8.827267148,92.613425166,53.9847549058
-0.5507,0.1876,0.7764,0.2421,-0.3089,0.4206,0.7182,0.4601,9.2398900394,93.2093405674,51.6710169706
-0.5507,0.1872,0.7766,0.2418,-0.3059,0.4184,0.7227,0.457,9.291452144,93.260781378,50.428713932
-0.5477,0.1885,0.7772,0.2453,-0.3093,0.4168,0.7283,0.4473,9.0386500464,93.3878515092,51.0713058202
-0.5477,0.1885,0.7772,0.2453,-0.3093,0.4168,0.7283,0.4473,9.0265169988,92.5303308716,50.9835008994
-0.5462,0.1889,0.7781,0.2457,-0.3054,0.4187,0.7252,0.4532,8.62546226,92.4013877132,51.9037644148
-0.5496,0.1878,0.7764,0.2443,-0.3035,0.4263,0.7086,0.4732,8.812821697,92.6315079,51.944059892
-0.5515,0.189,0.7745,0.245,-0.3068,0.4292,0.7045,0.4744,8.3826848252,91.7511170494,54.0988513938
-0.5505,0.1914,0.7741,0.2467,-0.3683,0.3621,0.7497,0.4135,8.0488782726,89.5086069272,58.0780474218
-0.5505,0.1914,0.7741,0.2467,-0.3683,0.3621,0.7497,0.4135,7.9428838176,89.8571286268,57.0477193268
-0.5511,0.1916,0.7735,0.2472,-0.3968,0.2993,0.7808,0.3784,7.2720685092,88.9174483348,59.2271073976
-0.5509,0.191,0.7737,0.2474,-0.398,0.3036,0.7763,0.3828,7.4001727578,88.8780089578,59.5230255952
-0.5504,0.1907,0.7742,0.2473,-0.3911,0.3076,0.7778,0.3837,7.6962344932,88.7403685536,59.040229496
-0.5504,0.1907,0.7742,0.2473,-0.3911,0.3076,0.7778,0.3837,7.9112885496,90.9373068108,56.898347106
-0.5514,0.1887,0.7745,0.2456,-0.3486,0.3927,0.7347,0.4293,8.4762658404,93.1657474988,52.9041039504
-0.5499,0.1878,0.7762,0.2444,-0.3223,0.4118,0.7188,0.4578,8.62797914,92.7851808288,53.6905400384
-0.5499,0.1878,0.7762,0.2444,-0.3223,0.4118,0.7188,0.4578,9.067795256,93.068985672,51.772115488
-0.5467,0.1874,0.7786,0.2442,-0.3052,0.4086,0.7315,0.4524,8.6452216808,92.7745704152,50.765238444
-0.5465,0.1885,0.7779,0.246,-0.3036,0.4116,0.729,0.4547,8.4706778538,92.815096849,51.3341646196
-0.5463,0.1893,0.7778,0.2459,-0.3029,0.4145,0.7255,0.458,8.5247028828,92.285414486,51.9753445976
-0.5463,0.1893,0.7778,0.2459,-0.3029,0.4145,0.7255,0.458,8.9295679998,92.1105337714,52.853780492
-0.5457,0.1926,0.7774,0.246,-0.2997,0.4191,0.7205,0.464,9.1560236634,92.2621199018,52.706569089
-0.5465,0.1972,0.7759,0.2455,-0.3015,0.4302,0.7093,0.4698,9.5675370522,91.2299488616,55.0499296166
-0.5465,0.2015,0.7751,0.2447,-0.3478,0.3852,0.7432,0.4221,9.7730726856,89.878165072,57.5764152096
-0.546,0.2045,0.7752,0.2428,-0.3867,0.319,0.777,0.3803,9.4102976666,89.8606905808,57.111535095
-0.546,0.2045,0.7752,0.2428,-0.3867,0.319,0.777,0.3803,9.3744308498,88.2468428744,60.307718291
-0.5451,0.2078,0.7761,0.2391,-0.3696,0.3492,0.7533,0.4169,9.049496247,87.1530587508,61.1168214036
-0.5437,0.2094,0.7771,0.2376,-0.362,0.3617,0.7462,0.4257,9.0129880024,86.9417735632,60.7782727468
-0.5437,0.2094,0.7771,0.2376,-0.362,0.3617,0.7462,0.4257,9.5318029978,85.8129443842,61.8880109448
-0.5443,0.2105,0.7772,0.2348,-0.354,0.3793,0.7355,0.4354,9.59696826,86.64041896,60.47221414
-0.5443,0.2087,0.7777,0.2348,-0.3648,0.3613,0.7446,0.4262,9.4594780796,86.4351583672,60.875671192
-0.5443,0.2087,0.7777,0.2348,-0.3648,0.3613,0.7446,0.4262,9.4126640828,88.2875912736,58.703726744
-0.5437,0.208,0.7787,0.2337,-0.3779,0.3369,0.7682,0.3916,10.4134198704,89.0045253,58.1840892208
-0.5438,0.2102,0.7778,0.2343,-0.3844,0.3351,0.7678,0.3877,10.5742347844,89.3941550032,58.2983963732
-0.5405,0.2155,0.7775,0.238,-0.3807,0.3392,0.7669,0.3895,10.5496978552,87.1388438644,59.971099782
-0.5375,0.2188,0.7783,0.2391,-0.3747,0.356,0.7499,0.4128,9.9733065906,82.4842974276,64.5284518098
-0.5356,0.222,0.7781,0.2415,-0.3509,0.3891,0.7279,0.4421,9.7245432732,83.2538486916,63.2552572896
-0.5334,0.2233,0.7781,0.2448,-0.3363,0.4001,0.7146,0.4648,8.5582382672,79.2979821232,65.2421192448
-0.5355,0.2225,0.7774,0.2434,-0.3329,0.4045,0.7082,0.4732,8.4581415518,78.9170181398,64.604187602
-0.5355,0.2225,0.7774,0.2434,-0.3329,0.4045,0.7082,0.4732,8.6740988346,78.7638409066,64.7446778138
-0.5366,0.2213,0.7774,0.2423,-0.3377,0.4027,0.7098,0.4689,9.0999022172,80.3775958172,64.372161781
-0.5393,0.2172,0.7775,0.2396,-0.3534,0.3908,0.7178,0.4549,9.5624244488,84.3446249418,62.0237085902
