S10_w,S10_x,S10_y,S10_z,S6_w,S6_x,S6_y,S6_z,middle_pose_position_x,middle_pose_position_y,middle_pose_position_z
0.0383,0.0385,0.8913,0.4499,0.2754,0.0986,0.658,0.6937,-3.5550704418,87.4067613798,55.0102604348
0.0387,0.0374,0.8909,0.4509,0.2747,0.0982,0.6584,0.6937,-3.3604446012,87.1169914812,55.2155790432
0.0411,0.0349,0.889,0.4546,0.2747,0.0972,0.6558,0.6964,-3.2184442244,87.1746512852,55.2633634024
0.0437,0.0326,0.8876,0.4573,0.2741,0.0953,0.6509,0.7014,-3.2542079376,86.4200359784,56.2565003484
0.045,0.031,0.8867,0.459,0.2738,0.0939,0.6483,0.7041,-3.0526387878,85.811709135,56.9089848996
0.051,0.0285,0.885,0.4617,0.2749,0.0856,0.6339,0.7177,-3.0187379312,86.1247213114,56.433193229
0.0533,0.0256,0.8812,0.4689,0.2757,0.069,0.5988,0.7487,-3.0452773072,85.6427802924,56.596009782
0.0533,0.0256,0.8812,0.4689,0.2757,0.069,0.5988,0.7487,-2.4568107814,85.74902894,55.621325872
0.0567,0.0241,0.8784,0.4737,0.2733,0.0502,0.5607,0.7799,-2.203158088,85.9647947464,55.5198638452
0.062,0.0225,0.8757,0.4783,0.2743,0.0307,0.5264,0.8041,-1.552197244,85.2007013756,55.7140271638
0.0636,0.0217,0.8746,0.48,0.2762,0.0406,0.5267,0.8028,-1.4085267056,84.452248188,55.4668323844
0.0657,0.0205,0.8715,0.4853,0.2826,0.0536,0.5396,0.7911,-1.4220225996,84.935378967,54.4510657698
0.0684,0.0208,0.8699,0.4878,0.2887,0.0625,0.5728,0.7645,-0.9826030658,83.997521211,53.8247585914
0.0701,0.0221,0.8696,0.488,0.2905,0.0654,0.5838,0.7553,-0.3049294514,83.803839405,52.25945811
0.072,0.0229,0.8688,0.4891,0.2939,0.0683,0.5879,0.7505,-0.2999408764,84.120826621,51.5251709478
0.0736,0.0215,0.8666,0.4928,0.3067,0.0758,0.5795,0.7512,0.1614444688,83.5838526882,50.7893500054
0.0736,0.0214,0.866,0.494,0.3093,0.0773,0.5745,0.7538,0.8877057174,83.0058142658,50.3374159498
0.0734,0.0217,0.8656,0.4948,0.3093,0.0778,0.5712,0.7562,0.710402448,83.1255429092,49.7335202006
0.0756,0.0236,0.8645,0.4962,0.3092,0.0784,0.5657,0.7603,1.179023506,82.4663028624,50.0420431132
0.0756,0.0236,0.8645,0.4962,0.3092,0.0784,0.5657,0.7603,1.56544067,82.0530325596,49.8477304208
0.0741,0.023,0.8613,0.5019,0.3084,0.083,0.5567,0.7668,1.4347107296,82.3150868696,49.0946574944
0.072,0.0194,0.8621,0.5011,0.309,0.0825,0.5504,0.7711,1.9689936024,81.7066637254,50.069372243
0.0716,0.0198,0.8632,0.4992,0.3081,0.0811,0.5498,0.772,0.8104624508,82.6818326984,49.7143321408
0.0745,0.0249,0.864,0.4972,0.304,0.0776,0.5489,0.7747,1.2083766656,82.889732672,49.957718528
0.0762,0.0344,0.8648,0.4949,0.2984,0.073,0.5375,0.7852,0.3629348352,83.3551136128,51.1232736896
0.0724,0.036,0.8663,0.4929,0.2963,0.0665,0.5291,0.7923,0.7986631342,83.6566834302,52.541398836
0.0656,0.0371,0.8687,0.4896,0.2901,0.0505,0.5187,0.8026,-0.0166410519999,83.442734028,52.61776281
0.0569,0.0415,0.8697,0.4884,0.2838,0.0379,0.5466,0.7868,-0.661346124,84.843523663,52.658202955
0.0569,0.0415,0.8697,0.4884,0.2838,0.0379,0.5466,0.7868,-1.3248943692,85.64142818,54.0419589128
0.0523,0.0504,0.876,0.4767,0.2901,0.0626,0.613,0.7321,-1.433107239,84.862030163,55.176150762
0.0502,0.0548,0.8796,0.4696,0.3002,0.0841,0.6326,0.7089,-1.901368727,86.8942840422,53.9226106108
0.0465,0.06,0.8859,0.4574,0.3049,0.0971,0.6542,0.6852,-3.289366452,88.2420112168,53.0804130568
0.046,0.067,0.89,0.4484,0.2988,0.0967,0.6693,0.6733,-3.3365308976,87.0225580408,55.0325131032
0.0462,0.0689,0.8904,0.4473,0.2949,0.0912,0.6666,0.6784,-4.1825201984,88.1405609568,53.9245732064
0.0471,0.0714,0.8892,0.4493,0.2888,0.0845,0.6608,0.6875,-4.142913404,86.9627135528,56.1385739854
0.0463,0.0764,0.8897,0.4476,0.2816,0.0875,0.6589,0.6918,-4.7229328558,86.4316949602,56.517568726
0.0463,0.0796,0.89,0.4464,0.2781,0.0892,0.6641,0.6881,-4.351766096,85.972070552,56.508608436
0.0458,0.0814,0.8914,0.4434,0.2765,0.0888,0.6658,0.6871,-4.8802849272,85.684522779,55.9261904198
0.0447,0.0846,0.8953,0.4349,0.2738,0.0853,0.6703,0.6843,-5.3795774038,85.074849983,56.5462320306
0.0451,0.0859,0.897,0.4312,0.2718,0.0846,0.6703,0.6852,-6.0557206128,85.1917456878,54.7133587178
