S10_w,S10_x,S10_y,S10_z,S6_w,S6_x,S6_y,S6_z,middle_pose_position_x,middle_pose_position_y,middle_pose_position_z
-0.5219,0.1529,0.796,0.2655,-0.3293,0.2965,0.7575,0.4792,6.0080034816,83.5854227502,65.5939034372
-0.5216,0.1547,0.7956,0.2662,-0.3305,0.2932,0.7626,0.4722,6.3506285334,84.0795686526,65.7584609404
-0.5218,0.1566,0.7951,0.266,-0.3324,0.2872,0.7728,0.4579,6.7229055166,83.7808459784,64.4182698942
-0.5217,0.1578,0.7946,0.2673,-0.3326,0.2877,0.7734,0.4562,6.8565279866,85.0256069592,64.9195745446
-0.5203,0.1602,0.7943,0.2692,-0.332,0.289,0.7743,0.4545,7.4229990518,84.8306113784,64.979191326
-0.5203,0.1602,0.7946,0.2684,-0.3302,0.2883,0.7782,0.4495,7.5012805836,84.5311009606,63.8119418188
-0.5206,0.1596,0.7944,0.2687,-0.3302,0.287,0.7793,0.4484,7.5751934796,85.1677082478,64.3808562084
-0.5207,0.1589,0.7943,0.2695,-0.3302,0.2855,0.781,0.4466,7.184091828,85.55698003,63.40956204
-0.5192,0.1588,0.7951,0.27,-0.3249,0.2912,0.784,0.4413,7.5896299068,85.2439189576,63.101765553
-0.5194,0.1588,0.7952,0.2694,-0.318,0.3085,0.7751,0.4502,7.177669356,86.449715899,62.543163227
-0.5188,0.1588,0.7955,0.2693,-0.3148,0.3177,0.7679,0.4584,7.6636398394,86.7703047962,61.5667237084
-0.5194,0.1604,0.7939,0.2723,-0.2949,0.3527,0.7448,0.4835,7.9483577528,86.7646669896,61.302330189
-0.5189,0.16,0.7941,0.2726,-0.2854,0.3684,0.7297,0.5002,8.3452062908,87.3114218976,60.83269342
-0.5166,0.1608,0.7947,0.2748,-0.2456,0.3947,0.6993,0.5429,8.6130611898,87.6793293048,59.8533826146
-0.5119,0.1636,0.7951,0.2808,-0.2349,0.3931,0.702,0.5453,8.935068579,87.8753331236,59.4380706086
-0.5119,0.1636,0.7951,0.2808,-0.2349,0.3931,0.702,0.5453,9.109757746,87.3299548104,59.682089216
-0.509,0.166,0.7947,0.2857,-0.2387,0.3876,0.7138,0.5321,9.702800068,86.9071432654,59.4166720894
-0.5061,0.1652,0.795,0.2907,-0.2507,0.3754,0.7233,0.5224,10.0361385256,87.4841850272,57.9148441006
-0.5061,0.1652,0.795,0.2907,-0.2507,0.3754,0.7233,0.5224,9.4320081702,87.3574147074,57.5117926702
-0.505,0.1644,0.7954,0.2919,-0.2464,0.3771,0.7145,0.535,9.2644223452,86.776164788,57.8973686544
-0.5087,0.1608,0.7954,0.2875,-0.2362,0.3856,0.6885,0.5668,9.7400500498,87.1989490632,57.0578873782
-0.5087,0.1608,0.7954,0.2875,-0.2362,0.3856,0.6885,0.5668,8.725309645,86.7155405862,58.592141935
-0.5139,0.1578,0.7957,0.2785,-0.2824,0.3333,0.7443,0.505,7.6710184514,86.5270356906,59.8309259194
-0.5158,0.1583,0.7954,0.2759,-0.3087,0.2735,0.7954,0.444,7.7645744048,86.1418531146,60.893339601
-0.5158,0.1583,0.7954,0.2759,-0.3087,0.2735,0.7954,0.444,7.1682600792,85.5379292958,62.0239819578
-0.516,0.1622,0.7946,0.2753,-0.3046,0.2904,0.7827,0.4585,8.0467857708,84.7819210882,63.1554091686
-0.5146,0.1633,0.7953,0.2754,-0.3087,0.2807,0.7905,0.4483,7.9208735878,85.1760073562,62.8277156076
-0.5146,0.1633,0.7953,0.2754,-0.3087,0.2807,0.7905,0.4483,8.3096623146,85.3163272046,62.7113134588
-0.5123,0.1628,0.7962,0.2773,-0.2914,0.3253,0.7601,0.4809,8.2411641078,86.521029603,61.3560247246
-0.5125,0.1609,0.7963,0.2777,-0.246,0.3652,0.7186,0.5382,8.7884998128,86.6484232154,60.9780179808
-0.5125,0.1609,0.7963,0.2777,-0.246,0.3652,0.7186,0.5382,8.4540178704,87.6964554382,59.8276091972
-0.5109,0.158,0.7969,0.2806,-0.2388,0.3481,0.7277,0.5404,8.1985808412,89.0772305256,57.814821936
-0.5092,0.1509,0.7993,0.2811,-0.2531,0.3353,0.7363,0.5303,8.7657024326,89.1735509166,56.9554300454
-0.5092,0.1509,0.7993,0.2811,-0.2531,0.3353,0.7363,0.5303,7.2709162968,89.4227633994,55.7928777692
-0.5058,0.1499,0.7998,0.2862,-0.2619,0.3248,0.7291,0.5423,6.425896261,88.649260079,55.1857435484
-0.5074,0.1508,0.7985,0.2863,-0.2608,0.3303,0.7221,0.5488,7.0088734508,88.8726165756,54.8567652632
