1,6,1.6726,1.6611,0.8488,6,2.6325,2.6752,2.0269
1,6,1.6726,1.6611,0.8488,7,3.8289,3.7255,1.465
1,6,1.6726,1.6611,0.8488,8,6.5804,6.4164,3.1302
1,6,1.6726,1.6611,0.8488,9,5.7212,5.6614,2.7238
1,6,1.6726,1.6611,0.8488,10,4.9522,4.8306,2.7845
1,6,1.6728,1.6586,0.81251,6,2.6952,2.7182,2.1207
1,6,1.6728,1.6586,0.81251,7,3.8612,3.5976,1.7226
1,6,1.6728,1.6586,0.81251,8,6.377,6.329,3.1999
1,6,1.6728,1.6586,0.81251,9,5.5617,5.5192,2.6902
1,6,1.6728,1.6586,0.81251,10,4.7255,4.7663,2.767
1,6,1.6681,1.6669,0.81087,6,2.6669,2.6838,2.115
1,6,1.6681,1.6669,0.81087,7,3.8953,3.8413,1.6854
1,6,1.6681,1.6669,0.81087,8,6.3853,6.5177,3.2498
1,6,1.6681,1.6669,0.81087,9,5.6247,5.7331,2.7801
1,6,1.6681,1.6669,0.81087,10,4.6877,4.7744,2.8722
1,6,1.6691,1.6632,0.93917,6,2.6843,2.6928,2.2254
1,6,1.6691,1.6632,0.93917,7,3.781,3.8275,1.8696
1,6,1.6691,1.6632,0.93917,8,6.5531,6.4571,3.6412
1,6,1.6691,1.6632,0.93917,9,5.689,5.7167,3.0717
1,6,1.6691,1.6632,0.93917,10,4.8895,4.7434,3.1263
1,6,1.6679,1.6719,0.88025,6,2.7468,2.6673,2.1144
1,6,1.6679,1.6719,0.88025,7,3.8488,3.6932,1.6946
1,6,1.6679,1.6719,0.88025,8,6.4712,6.3426,3.5143
1,6,1.6679,1.6719,0.88025,9,5.6785,5.4823,2.8288
1,6,1.6679,1.6719,0.88025,10,4.7984,4.7854,2.8947
1,7,2.1546,2.1537,1.2463,6,6.301,6.1941,8.2658
1,7,2.1546,2.1537,1.2463,7,2.6285,2.655,1.83
1,7,2.1546,2.1537,1.2463,8,5.0318,5.0119,3.9738
1,7,2.1546,2.1537,1.2463,9,3.8492,3.7823,2.6397
1,7,2.1546,2.1537,1.2463,10,5.6393,5.5783,5.9808
1,7,2.1564,2.152,1.1694,6,6.1991,6.191,8.1599
1,7,2.1564,2.152,1.1694,7,2.6112,2.6782,1.7724
1,7,2.1564,2.152,1.1694,8,5.0463,5.0191,3.8429
1,7,2.1564,2.152,1.1694,9,3.7976,3.8444,2.3329
1,7,2.1564,2.152,1.1694,10,5.6094,5.5588,5.9631
1,7,2.1574,2.1539,1.1836,6,6.2706,6.2399,8.8318
1,7,2.1574,2.1539,1.1836,7,2.6377,2.6663,1.8427
1,7,2.1574,2.1539,1.1836,8,5.0515,5.0017,3.9623
1,7,2.1574,2.1539,1.1836,9,3.7885,3.7933,2.4953
1,7,2.1574,2.1539,1.1836,10,5.6601,5.6052,6.1051
1,7,2.1566,2.149,1.1685,6,6.2436,6.2395,6.4053
1,7,2.1566,2.149,1.1685,7,2.6455,2.5589,1.6517
1,7,2.1566,2.149,1.1685,8,5.0453,4.9478,3.5978
1,7,2.1566,2.149,1.1685,9,3.8322,3.69,2.2991
1,7,2.1566,2.149,1.1685,10,5.6308,5.6225,5.3555
1,7,2.1598,2.1524,1.1999,6,6.3597,6.2159,7.2757
1,7,2.1598,2.1524,1.1999,7,2.6199,2.5739,1.8094
1,7,2.1598,2.1524,1.1999,8,5.0419,4.9759,3.8105
1,7,2.1598,2.1524,1.1999,9,3.8137,3.6974,2.516
1,7,2.1598,2.1524,1.1999,10,5.6577,5.6693,5.6623
1,8,2.4556,2.4568,1.569,6,6.3773,6.5413,7.7283
1,8,2.4556,2.4568,1.569,7,3.063,3.3008,1.9131
1,8,2.4556,2.4568,1.569,8,5.0891,5.0549,3.5655
1,8,2.4556,2.4568,1.569,9,4.2981,4.3787,2.741
