1,1,9.0093,9.0431,2.897,1,9.5849,9.4849,4.3037
1,1,9.0093,9.0431,2.897,2,12.0608,11.5526,3.2741
1,1,9.0093,9.0431,2.897,3,24.8599,24.2633,5.9871
1,1,9.0093,9.0431,2.897,4,30.7398,29.7198,5.5276
1,1,9.0093,9.0431,2.897,5,22.6538,22.5604,5.836
1,1,9.0355,9.0627,3.0158,1,8.8928,9.2014,4.6643
1,1,9.0355,9.0627,3.0158,2,11.1657,12.1138,3.8472
1,1,9.0355,9.0627,3.0158,3,23.22,25.4158,7.4755
1,1,9.0355,9.0627,3.0158,4,29.0987,31.3534,7.1191
1,1,9.0355,9.0627,3.0158,5,21.4788,23.1289,6.9274
1,1,9.7618,9.0422,3.0929,1,10.3286,9.2281,4.7362
1,1,9.7618,9.0422,3.0929,2,11.8995,11.3308,3.7889
1,1,9.7618,9.0422,3.0929,3,24.3525,23.7065,7.2662
1,1,9.7618,9.0422,3.0929,4,29.1497,28.5933,6.7693
1,1,9.7618,9.0422,3.0929,5,21.1803,22.0033,6.6367
1,1,9.0254,9.0521,2.9681,1,9.1374,9.0111,4.3347
1,1,9.0254,9.0521,2.9681,2,10.1371,11.8226,3.4337
1,1,9.0254,9.0521,2.9681,3,21.6565,25.0573,6.1351
1,1,9.0254,9.0521,2.9681,4,26.1741,30.9501,5.8172
1,1,9.0254,9.0521,2.9681,5,20.6524,22.2892,6.0375
1,1,9.0014,9.0592,3.0236,1,9.0616,9.3513,4.3614
1,1,9.0014,9.0592,3.0236,2,10.9904,11.4903,3.3304
1,1,9.0014,9.0592,3.0236,3,22.7739,24.1323,5.7438
1,1,9.0014,9.0592,3.0236,4,28.2304,29.5152,5.4125
1,1,9.0014,9.0592,3.0236,5,21.3043,22.1134,5.9667
1,2,5.8873,5.8778,2.4001,1,11.7515,12.2585,6.4515
1,2,5.8873,5.8778,2.4001,2,7.9967,8.3761,4.5965
1,2,5.8873,5.8778,2.4001,3,17.8847,18.561,9.4796
1,2,5.8873,5.8778,2.4001,4,19.7531,20.5682,8.0871
1,2,5.8873,5.8778,2.4001,5,19.2158,20.0401,7.9968
1,2,5.8957,5.8894,2.3431,1,11.925,12.2798,6.2067
1,2,5.8957,5.8894,2.3431,2,7.8402,8.4802,4.5883
1,2,5.8957,5.8894,2.3431,3,17.5391,18.7495,9.8817
1,2,5.8957,5.8894,2.3431,4,19.5983,20.914,8.4674
1,2,5.8957,5.8894,2.3431,5,19.2722,20.3984,7.9987
1,2,5.8659,5.8847,2.3139,1,12.3814,12.0963,6.1378
1,2,5.8659,5.8847,2.3139,2,8.3881,8.1732,4.5857
1,2,5.8659,5.8847,2.3139,3,18.6391,18.2515,10.1456
1,2,5.8659,5.8847,2.3139,4,20.6075,20.7284,8.7125
1,2,5.8659,5.8847,2.3139,5,20.0698,20.0817,8.1646
1,2,5.8806,5.8938,2.3554,1,12.1916,11.7833,6.2883
1,2,5.8806,5.8938,2.3554,2,8.4086,8.0769,4.6565
1,2,5.8806,5.8938,2.3554,3,18.6702,18.07,10.1375
1,2,5.8806,5.8938,2.3554,4,20.6163,20.4078,8.7078
1,2,5.8806,5.8938,2.3554,5,20.2667,19.7923,8.3088
1,2,5.8819,5.8928,2.4112,1,12.1725,12.5588,6.6744
1,2,5.8819,5.8928,2.4112,2,8.2356,8.3203,4.8005
1,2,5.8819,5.8928,2.4112,3,18.3108,18.1976,10.0681
1,2,5.8819,5.8928,2.4112,4,20.0259,20.6863,8.625
1,2,5.8819,5.8928,2.4112,5,19.682,20.0425,8.4057
1,3,5.24,5.2181,2.6223,1,8.1944,8.3156,3.5623
1,3,5.24,5.2181,2.6223,2,4.7563,5.0217,2.3142
1,3,5.24,5.2181,2.6223,3,9.5743,10.2142,4.5288
1,3,5.24,5.2181,2.6223,4,11.7421,12.8354,4.0171
1,3,5.24,5.2181,2.6223,5,11.7045,12.6418,4.5198
1,3,5.1732,5.2458,2.708,1,8.1475,8.1916,3.5999
1,3,5.1732,5.2458,2.708,2,4.767,5.0335,2.4009
1,3,5.1732,5.2458,2.708,3,9.5002,10.3079,4.6689
1,3,5.1732,5.2458,2.708,4,11.6665,12.8659,4.2724
1,3,5.1732,5.2458,2.708,5,11.5416,12.8506,4.6019
1,3,5.1814,5.2383,2.6569,1,8.2929,8.4541,3.752
1,3,5.1814,5.2383,2.6569,2,4.8716,5.0495,2.4846
1,3,5.1814,5.2383,2.6569,3,9.7668,10.4904,4.5059
1,3,5.1814,5.2383,2.6569,4,12.2189,13.2009,4.0479
1,3,5.1814,5.2383,2.6569,5,12.0702,13.1611,4.5718
1,3,5.2275,5.2202,2.6117,1,7.9857,8.1124,3.4828
1,3,5.2275,5.2202,2.6117,2,4.9245,4.9541,2.3284
1,3,5.2275,5.2202,2.6117,3,10.0129,10.1144,4.5459
1,3,5.2275,5.2202,2.6117,4,12.37,12.6161,4.0693
1,3,5.2275,5.2202,2.6117,5,12.1553,12.3779,4.5103
1,3,5.1865,5.2289,2.5682,1,8.0571,8.1884,3.4062
1,3,5.1865,5.2289,2.5682,2,4.834,4.9609,2.3009
1,3,5.1865,5.2289,2.5682,3,9.7303,10.021,4.4254
1,3,5.1865,5.2289,2.5682,4,11.9673,12.4725,4.0035
1,3,5.1865,5.2289,2.5682,5,11.9808,12.248,4.3345
1,4,5.4717,5.4799,2.2536,1,10.423,10.5939,3.904
1,4,5.4717,5.4799,2.2536,2,5.9412,5.8966,2.4896
1,4,5.4717,5.4799,2.2536,3,11.9567,11.8001,5.766
1,4,5.4717,5.4799,2.2536,4,13.9742,14.1924,4.9586
1,4,5.4717,5.4799,2.2536,5,15.6606,15.5465,5.7751
1,4,5.4633,5.4745,2.2698,1,10.4003,10.6501,4.2263
1,4,5.4633,5.4745,2.2698,2,5.8535,5.909,2.6091
1,4,5.4633,5.4745,2.2698,3,11.6949,11.6702,5.7589
1,4,5.4633,5.4745,2.2698,4,13.7643,14.0221,4.8598
1,4,5.4633,5.4745,2.2698,5,15.4612,15.5002,5.864
1,4,5.469,5.506,2.2733,1,10.6947,10.1506,4.1415
1,4,5.469,5.506,2.2733,2,6.0002,5.8205,2.6079
1,4,5.469,5.506,2.2733,3,11.9511,11.7158,5.7405
1,4,5.469,5.506,2.2733,4,14.1761,13.8655,4.9048
1,4,5.469,5.506,2.2733,5,15.927,15.2416,5.7549
1,4,5.4773,5.4874,2.2635,1,10.8125,10.2995,3.9598
1,4,5.4773,5.4874,2.2635,2,6.1294,5.8119,2.5285
1,4,5.4773,5.4874,2.2635,3,12.0411,11.6893,5.5071
1,4,5.4773,5.4874,2.2635,4,14.0188,14.0745,4.7034
1,4,5.4773,5.4874,2.2635,5,15.6156,15.4117,5.5148
1,4,5.4572,5.4881,2.2593,1,10.644,10.2238,4.0008
1,4,5.4572,5.4881,2.2593,2,6.0047,5.8081,2.5238
1,4,5.4572,5.4881,2.2593,3,11.9793,11.7116,5.6605
1,4,5.4572,5.4881,2.2593,4,14.0053,13.9926,4.859
1,4,5.4572,5.4881,2.2593,5,15.5991,15.3688,5.7205
1,5,5.5,5.5494,3.0468,1,9.731,9.3966,3.0926
1,5,5.5,5.5494,3.0468,2,6.5948,6.552,2.6044
1,5,5.5,5.5494,3.0468,3,6.224,6.2427,3.2331
1,5,5.5,5.5494,3.0468,4,6.8923,6.9897,3.2917
