S10_w,S10_x,S10_y,S10_z,S8_w,S8_x,S8_y,S8_z,index_pose_position_x,index_pose_position_y,index_pose_position_z
-0.3072,0.0393,0.8834,0.3513,-0.2369,0.2908,0.7894,0.4859,21.5328844396,87.383139729,52.1532515594
-0.3067,0.0393,0.8836,0.3516,-0.2371,0.2907,0.7891,0.4862,21.457795394,87.3058365642,52.3413625642
-0.3066,0.0389,0.8838,0.351,-0.236,0.2911,0.7887,0.4871,21.5737131128,87.187638764,52.2617258036
-0.3064,0.0386,0.8839,0.351,-0.2355,0.2913,0.7883,0.4878,21.540032392,87.2410023598,52.1236027814
-0.3059,0.0386,0.884,0.3512,-0.235,0.2911,0.7877,0.4893,21.414988045,87.106078527,52.232961751
-0.3049,0.0389,0.884,0.3519,-0.2337,0.2921,0.7859,0.4921,21.4923632618,86.8830457254,52.3446977842
-0.3049,0.0387,0.8842,0.3516,-0.2335,0.2921,0.7857,0.4926,21.5568069904,87.0255760822,52.2447071012
-0.3049,0.0385,0.8843,0.3513,-0.2324,0.2917,0.7852,0.4942,21.4838777972,86.9906087656,52.285432904
-0.3049,0.0381,0.8843,0.3513,-0.231,0.2916,0.7847,0.4956,21.314801408,86.900950488,52.320076532
-0.3047,0.0377,0.8845,0.3511,-0.2304,0.2913,0.7849,0.4958,21.49750476,86.9014383932,52.3548206532
-0.3049,0.0376,0.8843,0.3512,-0.2303,0.2911,0.785,0.4957,21.4675182084,87.0347927172,52.317172482
-0.3045,0.0374,0.8845,0.3513,-0.2302,0.2908,0.7852,0.4958,21.4305992944,87.1013466428,52.1453994426
-0.3039,0.0372,0.8845,0.3519,-0.2304,0.2894,0.7873,0.4932,21.5148381318,87.0118166826,52.200668043
-0.3037,0.0374,0.8843,0.3523,-0.233,0.2877,0.7907,0.4874,21.4724196612,87.2753468184,52.306744572
-0.3029,0.0378,0.884,0.3537,-0.2335,0.2863,0.793,0.4843,21.253173238,87.4722010532,52.4312721886
-0.2994,0.0378,0.8843,0.3561,-0.2286,0.2833,0.8023,0.4729,21.4044656752,87.430089333,52.6415936546
-0.2971,0.038,0.8842,0.3582,-0.2246,0.2838,0.8142,0.4539,20.749813256,87.768394508,53.312697045
-0.2935,0.0377,0.8847,0.36,-0.2256,0.2839,0.8214,0.4401,20.2638896722,88.7672905182,53.9529731396
-0.289,0.0368,0.8847,0.3638,-0.257,0.2797,0.8332,0.4016,20.7943520964,88.6601703608,54.2119071408
-0.288,0.0364,0.8845,0.3649,-0.264,0.2802,0.8264,0.4106,20.0938100332,89.160702052,54.4656950688
-0.2876,0.0358,0.8848,0.3648,-0.2646,0.2808,0.8245,0.4138,20.4963936776,89.2622992728,54.047375052
-0.2866,0.0353,0.8843,0.3666,-0.265,0.2818,0.824,0.4138,20.685120354,89.3568932358,54.1145154506
-0.2865,0.0349,0.8843,0.3668,-0.265,0.2816,0.8239,0.4142,20.523946328,88.9842342296,54.3011878712
-0.2865,0.0347,0.8847,0.3658,-0.266,0.2789,0.8276,0.4078,21.0339675564,88.4933952372,54.3457375252
-0.2872,0.0355,0.8839,0.3673,-0.262,0.2686,0.835,0.4024,20.954229436,88.771007968,53.72499142
-0.2876,0.0354,0.8837,0.3672,-0.2515,0.2729,0.8268,0.4225,21.3737496028,87.6014781784,54.1624841932
-0.2885,0.0347,0.8842,0.3656,-0.2445,0.2775,0.8091,0.4565,21.9021917408,87.208393368,53.2878038976
-0.2895,0.0347,0.8834,0.3666,-0.2456,0.2825,0.796,0.4755,21.6179735478,87.4390285076,52.6073320428
-0.2899,0.0347,0.8832,0.3668,-0.2455,0.2857,0.7899,0.4838,21.9206700486,86.2209038196,52.6536048292
-0.2894,0.034,0.8837,0.3662,-0.2397,0.2897,0.7802,0.4998,22.0149311068,85.7794056304,52.5767182376
-0.2904,0.0337,0.8831,0.3666,-0.2354,0.2911,0.7787,0.5033,21.9062304476,85.8642062804,52.0739802008
-0.2912,0.0336,0.8835,0.3652,-0.2401,0.2885,0.7824,0.4969,21.7543144124,85.5556458068,52.5692670272
-0.2911,0.0333,0.8838,0.3645,-0.241,0.2879,0.783,0.4957,21.9521449256,86.0963350934,51.9550721046
-0.2919,0.0321,0.8836,0.3645,-0.2451,0.2842,0.7908,0.4833,21.8226197968,86.0189807096,52.277604465
-0.2933,0.0308,0.8846,0.361,-0.2532,0.2764,0.8082,0.4539,21.5870900342,86.225922912,52.1015355482
-0.2939,0.0302,0.8852,0.3592,-0.2559,0.272,0.8188,0.4357,21.5194899682,88.0062565266,51.7498913496
-0.2932,0.0277,0.8862,0.3574,-0.258,0.2648,0.8313,0.4148,21.3933313842,87.6625701292,52.4799345922
-0.2916,0.0269,0.8863,0.3585,-0.2591,0.2635,0.8378,0.4017,20.6636064012,89.0827474682,50.9557760762
-0.2906,0.0264,0.8869,0.3579,-0.2647,0.2608,0.8434,0.3879,20.142432076,89.166282702,52.146672528
-0.2874,0.0273,0.8873,0.3594,-0.2744,0.2582,0.8486,0.3709,20.7898350076,88.9954602656,52.5179527296
-0.2856,0.0275,0.8869,0.362,-0.2746,0.2603,0.8452,0.3774,20.46088554,89.2093392968,52.7648292264
-0.2843,0.0273,0.887,0.3626,-0.271,0.2628,0.8404,0.3886,19.942958232,89.27689032,53.524325256
-0.281,0.026,0.8886,0.3615,-0.2626,0.2651,0.8308,0.4127,20.2529753378,89.2529651468,53.6102642058
-0.281,0.026,0.8886,0.3615,-0.2626,0.2651,0.8308,0.4127,19.994073383,89.7115191836,53.392095525
-0.278,0.0247,0.888,0.3652,-0.2572,0.2681,0.8289,0.418,20.0052684584,89.1174409384,53.261854096
-0.2755,0.0244,0.888,0.3674,-0.2595,0.2595,0.8288,0.4221,20.5783912862,89.0089928758,53.4436891402
-0.273,0.0252,0.8886,0.3674,-0.2594,0.2567,0.8289,0.4238,20.4140932214,88.5147475098,54.1287614604
-0.2736,0.0264,0.888,0.3685,-0.2591,0.2592,0.8284,0.4234,21.4491206772,88.2961010816,53.9119627704
-0.2758,0.0295,0.8859,0.3717,-0.2536,0.2609,0.8258,0.4307,21.1645541546,88.4351329158,53.5269559896
-0.2758,0.0295,0.8859,0.3717,-0.2536,0.2609,0.8258,0.4307,21.3157105518,88.374187877,54.2503045552
-0.2774,0.03,0.8861,0.3701,-0.2457,0.2648,0.8322,0.4204,20.909142746,88.544715677,54.785523022
-0.28,0.0324,0.8857,0.3687,-0.2343,0.266,0.838,0.4147,20.6849625624,88.7113311442,54.112179407
-0.28,0.0324,0.8857,0.3687,-0.2343,0.266,0.838,0.4147,21.5385311998,88.2881453854,54.325087065
-0.2824,0.0361,0.8853,0.3675,-0.2282,0.2748,0.8283,0.4315,22.4267574236,88.0746577144,54.0496255704
-0.2844,0.0386,0.8845,0.3675,-0.2276,0.2803,0.823,0.4383,21.2895271202,87.8982254054,53.704461804
-0.2844,0.0386,0.8845,0.3675,-0.2276,0.2803,0.823,0.4383,22.4174353826,87.8179714602,54.126806692
-0.2842,0.036,0.8842,0.3687,-0.231,0.2781,0.832,0.4205,21.0891049176,88.060861196,54.003828196
-0.2781,0.0289,0.887,0.3674,-0.23,0.2676,0.8429,0.406,21.1730044234,87.8641035664,53.8634011086
