S10_w,S10_x,S10_y,S10_z,S11_w,S11_x,S11_y,S11_z,S7_w,S7_x,S7_y,S7_z,thumb_pose_position_x,thumb_pose_position_y,thumb_pose_position_z
0.0716,-0.0209,0.8984,0.4326,-0.1349,-0.148,0.6938,0.6917,-0.2728,-0.1646,-0.8391,-0.4407,30.9631164384,93.4399273056,-6.1346424704
0.0689,-0.0274,0.8959,0.4378,-0.1391,-0.1663,0.6844,0.696,-0.2532,-0.196,-0.8368,-0.4439,27.7062764416,93.2929282496,-1.728849504
0.0698,-0.0295,0.8959,0.4376,-0.1396,-0.1718,0.6818,0.6971,-0.2462,-0.202,-0.8373,-0.4442,26.11729911,93.267924313,-1.724792651
0.0712,-0.0307,0.8954,0.4384,-0.1398,-0.1735,0.6807,0.6978,-0.243,-0.2061,-0.8364,-0.4457,25.7573873866,92.8939353266,-2.0978013452
0.0753,-0.0313,0.8941,0.4402,-0.1398,-0.1688,0.681,0.6986,-0.2399,-0.2126,-0.8357,-0.4458,25.2959510272,93.2785037856,-1.5902559568
0.0816,-0.0285,0.8937,0.44,-0.1351,-0.1508,0.6847,0.7,-0.245,-0.2095,-0.8346,-0.4465,26.6832470336,92.949606424,-2.375519892
0.088,-0.0253,0.8931,0.4403,-0.1318,-0.1341,0.6889,0.7,-0.251,-0.2014,-0.8331,-0.4497,27.356235039,92.8184363976,-1.9246424894
0.1035,-0.0169,0.8948,0.4338,-0.1149,-0.0982,0.7027,0.6951,-0.2621,-0.149,-0.8326,-0.4645,33.0723386734,93.0332839212,-5.2852956118
0.1087,-0.0136,0.8972,0.4277,-0.1054,-0.0805,0.7096,0.6918,-0.2705,-0.101,-0.8303,-0.4765,39.8358927122,92.526513625,-8.4892423582
0.1087,-0.0112,0.8991,0.4237,-0.1011,-0.0699,0.7139,0.6893,-0.2828,-0.0652,-0.8264,-0.4824,40.047088152,92.643298646,-7.71221428
0.1062,-0.0078,0.9035,0.4152,-0.1022,-0.0515,0.7268,0.6771,-0.3161,0.0265,-0.8088,-0.495,44.275036521,91.3262167286,-10.7125993
0.1046,-0.0057,0.9063,0.4093,-0.1066,-0.0422,0.7351,0.668,-0.3337,0.0664,-0.799,-0.4957,47.3774168352,89.9045178444,-13.295295558
0.1051,-0.0039,0.9074,0.4067,-0.1072,-0.0363,0.7398,0.6632,-0.3425,0.085,-0.7931,-0.4963,47.418965443,90.081889985,-11.290056304
0.1066,0.0005,0.9086,0.4037,-0.1071,-0.0238,0.7467,0.656,-0.3586,0.1242,-0.7817,-0.4947,50.3112939984,88.021736026,-13.7457621632
0.1085,0.0032,0.9092,0.4018,-0.1031,-0.0149,0.7511,0.6518,-0.3677,0.1384,-0.7798,-0.4873,52.9138150764,86.4482121266,-13.2551738618
0.1092,0.0053,0.9107,0.3983,-0.1009,-0.0081,0.7545,0.6483,-0.3702,0.1477,-0.7814,-0.4801,53.2603635036,86.3489852592,-12.80692123
0.1037,0.0098,0.9141,0.3918,-0.0996,0.0091,0.7612,0.6406,-0.3756,0.1658,-0.7793,-0.4732,55.1225031064,84.4755845188,-14.615120727
0.1035,0.0143,0.9166,0.3856,-0.0942,0.0197,0.7661,0.6353,-0.3781,0.169,-0.7798,-0.4693,57.2595454236,82.5776104232,-15.7612407364
0.1036,0.017,0.9189,0.3801,-0.0922,0.0246,0.768,0.6333,-0.3802,0.1721,-0.7815,-0.4636,57.918183812,82.79420215,-14.795705464
0.0976,0.0176,0.9203,0.3783,-0.0982,0.019,0.7676,0.633,-0.3801,0.1693,-0.7836,-0.4611,59.2623460706,81.522430037,-16.3641363162
0.0905,0.0133,0.9215,0.3775,-0.1088,-0.0002,0.7645,0.6353,-0.3796,0.1612,-0.7864,-0.4595,57.819502146,83.341816736,-15.685814438
0.0858,0.0109,0.922,0.3771,-0.1165,-0.0181,0.7616,0.6371,-0.3828,0.1403,-0.7893,-0.4589,57.1862689772,83.4962356502,-15.2807672112
0.0738,0.0004,0.9185,0.3884,-0.127,-0.0528,0.7476,0.6497,-0.3759,0.0845,-0.7937,-0.4705,51.410249028,87.5775101614,-14.214087462
0.0723,-0.005,0.9151,0.3965,-0.1267,-0.0672,0.7387,0.6585,-0.3652,0.0601,-0.7998,-0.4724,43.8397948834,91.347534706,-10.461562989
0.072,-0.0062,0.9129,0.4016,-0.1263,-0.0767,0.7315,0.6655,-0.3438,0.0074,-0.8131,-0.4696,43.2004797972,91.1457274296,-12.466478928
0.0681,-0.0086,0.9063,0.4168,-0.1327,-0.1022,0.712,0.6818,-0.3084,-0.0905,-0.8323,-0.4515,38.8929442722,92.682753505,-6.7004167684
0.0664,-0.0105,0.9027,0.4248,-0.1325,-0.116,0.7046,0.6873,-0.2959,-0.1223,-0.8414,-0.4351,33.0759334224,93.4023689528,-4.200184356
0.0694,-0.0095,0.9033,0.423,-0.1304,-0.1231,0.7007,0.6904,-0.285,-0.1613,-0.8473,-0.4179,31.5640864592,93.200358656,-6.114930496
0.0648,-0.0137,0.9005,0.4296,-0.1375,-0.1412,0.6907,0.6956,-0.2645,-0.1866,-0.8499,-0.4155,29.2050179872,92.7981359292,-3.0171152512
0.0654,-0.016,0.9009,0.4287,-0.138,-0.1448,0.6917,0.6938,-0.2617,-0.1902,-0.8518,-0.4119,26.5624178434,92.9367508858,-2.6563433932
0.069,-0.0159,0.9007,0.4284,-0.1373,-0.1437,0.6908,0.6951,-0.2614,-0.1949,-0.8507,-0.412,26.527927257,92.6417517172,-3.5382365602
0.0746,-0.0138,0.8975,0.4342,-0.1339,-0.126,0.6915,0.6984,-0.2663,-0.1864,-0.8419,-0.4304,26.6129789942,92.6334664332,-3.5554396302
0.0867,-0.0083,0.897,0.4332,-0.1232,-0.102,0.6968,0.699,-0.2741,-0.166,-0.8402,-0.4373,30.874967568,92.5640741192,-4.887590628
0.0946,-0.0038,0.8976,0.4304,-0.1151,-0.0901,0.6998,0.6991,-0.2888,-0.1342,-0.8362,-0.4464,31.346608795,92.4866442798,-4.885374636
0.0949,0.0023,0.9003,0.4245,-0.1113,-0.0757,0.7038,0.6974,-0.2975,-0.0852,-0.8323,-0.4598,36.353440293,92.0788223362,-6.739433442
0.0882,0.0021,0.9018,0.4229,-0.1152,-0.0792,0.7032,0.697,-0.2973,-0.0759,-0.8305,-0.4647,36.7578595938,91.6487942268,-8.5137429924
0.0835,0.0001,0.9019,0.4237,-0.1203,-0.0899,0.7005,0.6975,-0.2933,-0.0989,-0.8351,-0.4545,36.4672345016,91.9626416864,-7.9120635352
0.0746,-0.0096,0.9001,0.429,-0.1315,-0.128,0.6868,0.7031,-0.2725,-0.1635,-0.8439,-0.4321,32.764438336,92.3686617896,-6.023797308
0.0723,-0.014,0.8988,0.4319,-0.1348,-0.1392,0.6839,0.7033,-0.2689,-0.1733,-0.8432,-0.432,27.9851960304,92.4321945168,-2.6302214024
0.0706,-0.0162,0.8986,0.4326,-0.137,-0.1475,0.6826,0.7025,-0.2638,-0.1793,-0.8438,-0.4313,27.939654296,92.1568211472,-3.126857528
0.0752,-0.0189,0.8969,0.4354,-0.1345,-0.1473,0.6813,0.7042,-0.2617,-0.1837,-0.8435,-0.4314,26.631918396,92.4472682192,-1.8848568024
0.0806,-0.0166,0.8955,0.4371,-0.1318,-0.1408,0.6818,0.7055,-0.2651,-0.1819,-0.8413,-0.4343,26.875376646,92.15051639,-2.455155192
0.0878,-0.0129,0.8948,0.4375,-0.1241,-0.1187,0.6862,0.7067,-0.2697,-0.177,-0.84,-0.4361,27.742350012,92.127151588,-2.546219848
0.1038,0.0022,0.8955,0.4326,-0.1046,-0.0762,0.6998,0.7025,-0.2852,-0.1345,-0.8369,-0.4472,33.272251288,92.024251342,-4.841926922
0.1068,0.0088,0.8975,0.4277,-0.0985,-0.0629,0.7037,0.7007,-0.3026,-0.0851,-0.8338,-0.4536,41.2221504218,91.0928132974,-8.775580521
0.1072,0.0133,0.8989,0.4245,-0.091,-0.0449,0.7072,0.6996,-0.3189,-0.045,-0.8287,-0.4575,40.6998318268,91.4679918572,-8.4013950918
0.1064,0.0197,0.8997,0.4227,-0.0889,-0.0345,0.7095,0.6981,-0.3472,0.0161,-0.8113,-0.4699,46.5804877136,89.2814914056,-11.3431774692
0.1049,0.0258,0.9023,0.4172,-0.0983,-0.0178,0.7213,0.6853,-0.3722,0.0811,-0.7871,-0.485,50.337432048,87.2730466032,-14.1478777602
0.1044,0.0276,0.9043,0.4128,-0.1019,-0.0095,0.7293,0.6765,-0.379,0.0986,-0.7823,-0.4843,50.31895678,87.686192008,-12.383657306
0.1049,0.03,0.9052,0.4106,-0.1012,-0.0059,0.7309,0.6748,-0.3863,0.1058,-0.7824,-0.4768,53.097451876,85.0606916948,-14.8548618128
0.1029,0.0315,0.9057,0.41,-0.1007,-0.008,0.7285,0.6774,-0.3942,0.099,-0.7841,-0.4688,54.573770064,84.1862769496,-13.6048428112
0.093,0.0261,0.9071,0.4096,-0.1121,-0.0366,0.7235,0.6801,-0.3949,0.0848,-0.7866,-0.4667,54.6882573328,84.2386400892,-13.8426933596
0.0783,0.0136,0.9083,0.4104,-0.1166,-0.0514,0.72,0.6821,-0.3805,0.0323,-0.8052,-0.4534,46.6087496672,89.2056655458,-12.3073113554
0.1069,0.0223,0.9003,0.4212,-0.0914,-0.052,0.7061,0.7001,-0.3307,-0.0657,-0.8363,-0.4321,42.6024772248,90.3408920368,-9.5332939736
0.106,0.0261,0.903,0.4155,-0.0874,-0.0349,0.7145,0.6932,-0.3429,-0.0305,-0.8296,-0.4395,42.228891163,90.716862288,-8.5868906664
0.1061,0.0302,0.9044,0.4119,-0.0868,-0.026,0.7182,0.6899,-0.3649,0.0242,-0.8118,-0.4552,47.7010199292,88.6390942942,-12.842384599
0.108,0.0341,0.9049,0.4101,-0.0905,-0.0138,0.7251,0.6824,-0.3796,0.0684,-0.796,-0.4663,51.0130819904,86.5794182576,-13.8319291668
0.1088,0.0359,0.9046,0.4105,-0.0906,-0.009,0.7283,0.6791,-0.3861,0.0799,-0.7914,-0.4669,51.4859030858,86.7376887898,-13.0513030146
0.1107,0.0383,0.9068,0.4047,-0.0907,-0.0026,0.7343,0.6726,-0.3907,0.0897,-0.7893,-0.4649,54.4037120442,84.4350517314,-14.0119036686
0.1123,0.0469,0.9102,0.3956,-0.0831,0.0153,0.7426,0.6643,-0.3969,0.1102,-0.7885,-0.4564,56.7133738854,82.1630888134,-15.4138454956
0.1145,0.0526,0.9121,0.39,-0.0766,0.0241,0.7452,0.6619,-0.4038,0.1084,-0.7926,-0.4436,57.5674321364,82.038615427,-14.5870298062
0.1163,0.0588,0.9132,0.3858,-0.0701,0.0336,0.7471,0.66,-0.4072,0.1079,-0.7937,-0.4387,59.810028565,79.4614800566,-16.01604386
0.1159,0.0622,0.9121,0.3883,-0.0681,0.0332,0.7445,0.6632,-0.4108,0.1,-0.7957,-0.4335,61.5364814006,78.537498892,-15.8089264692
0.1132,0.061,0.9125,0.3881,-0.0733,0.0247,0.7432,0.6644,-0.4125,0.09,-0.7977,-0.4303,61.3151924802,78.439810608,-15.9190199846
