S10_w,S10_x,S10_y,S10_z,S11_w,S11_x,S11_y,S11_z,S7_w,S7_x,S7_y,S7_z,thumb_pose_position_x,thumb_pose_position_y,thumb_pose_position_z
-0.0152,-0.0843,0.9053,0.4158,-0.2519,-0.1104,0.7352,0.6194,-0.2176,0.1226,-0.7697,-0.5874,33.4968022296,94.1931522728,-28.1105475464
-0.0158,-0.0845,0.9053,0.4157,-0.2528,-0.1152,0.7322,0.6218,-0.2181,0.1055,-0.775,-0.5835,30.550363872,95.1712428008,-26.6845036998
-0.0173,-0.0845,0.9049,0.4168,-0.2543,-0.1209,0.728,0.6249,-0.2171,0.0935,-0.7777,-0.5824,30.1782269098,94.797240356,-27.2076487836
-0.0197,-0.0856,0.9038,0.4186,-0.26,-0.1338,0.7219,0.6271,-0.2054,0.0618,-0.7817,-0.5854,28.3569810898,95.43756855,-25.7745963526
-0.0207,-0.0869,0.9044,0.417,-0.2609,-0.1391,0.7199,0.6279,-0.1994,0.0316,-0.7968,-0.5694,25.4831433996,95.908886938,-24.1488696608
-0.0239,-0.0872,0.9053,0.4149,-0.2675,-0.1489,0.7167,0.6264,-0.1963,0.0175,-0.807,-0.5565,25.223023676,95.6778770208,-24.4218077064
-0.0258,-0.0876,0.9051,0.4151,-0.2728,-0.1581,0.7143,0.6246,-0.1872,0.0026,-0.8169,-0.5454,22.2474562306,95.792405116,-23.3084945398
-0.0281,-0.0897,0.9064,0.4118,-0.2759,-0.1715,0.7092,0.6256,-0.1764,-0.0468,-0.8441,-0.5041,19.0400382778,95.544502102,-21.2671548104
-0.0303,-0.0904,0.9067,0.4107,-0.2786,-0.1785,0.7056,0.6265,-0.1745,-0.0609,-0.8515,-0.4906,19.0090344676,95.345215507,-20.983204755
-0.0315,-0.0908,0.905,0.4143,-0.2803,-0.1832,0.7024,0.6279,-0.1725,-0.0745,-0.8566,-0.4804,17.0900417824,95.0337189124,-19.8863160032
-0.0275,-0.0929,0.9014,0.4218,-0.2778,-0.1931,0.6981,0.6309,-0.1773,-0.0966,-0.8656,-0.458,15.7263416568,95.034163974,-17.119237432
-0.0284,-0.0932,0.9006,0.4235,-0.2785,-0.1948,0.6972,0.6312,-0.1768,-0.1022,-0.8674,-0.4536,15.559452738,94.779348408,-17.582162042
-0.0285,-0.0931,0.8995,0.4257,-0.2791,-0.1967,0.6976,0.6298,-0.1762,-0.1058,-0.8681,-0.4517,15.2790935676,94.6632186628,-16.776214296
-0.0256,-0.0935,0.9008,0.4231,-0.2794,-0.1991,0.6994,0.6269,-0.1774,-0.1091,-0.8736,-0.4396,14.9905585944,94.5689503176,-17.2431418712
-0.026,-0.0941,0.8994,0.426,-0.2797,-0.2008,0.6973,0.6286,-0.1766,-0.1109,-0.8743,-0.4381,14.762868028,94.558298023,-17.554299046
-0.0256,-0.0942,0.898,0.4289,-0.2787,-0.2006,0.6958,0.6307,-0.176,-0.1132,-0.8737,-0.4389,14.459538435,94.602057524,-17.5036615726
-0.0233,-0.0939,0.8956,0.434,-0.2742,-0.1917,0.6947,0.6367,-0.1774,-0.1182,-0.8704,-0.4436,15.1785976062,94.616636748,-16.3770042246
-0.0206,-0.0914,0.8956,0.4346,-0.2679,-0.1762,0.6988,0.6393,-0.1792,-0.1119,-0.8682,-0.4487,15.1937059108,94.5965421608,-17.061822576
-0.0182,-0.0892,0.897,0.4323,-0.2648,-0.1648,0.7046,0.6372,-0.1785,-0.0963,-0.8645,-0.4597,17.1621283696,94.7037984464,-17.1849795296
-0.013,-0.0816,0.9002,0.4273,-0.2496,-0.1289,0.7203,0.6341,-0.177,-0.0277,-0.8474,-0.4997,20.4189371728,94.6022145022,-20.2019830464
-0.0072,-0.0756,0.9008,0.4273,-0.2351,-0.1051,0.7301,0.6329,-0.1801,0.0218,-0.8293,-0.5285,20.7032727742,95.0216759094,-19.6893860854
-0.0034,-0.0717,0.903,0.4235,-0.2261,-0.0922,0.7355,0.6318,-0.1808,0.0494,-0.8185,-0.5429,25.0458955176,94.4683182562,-22.7741800998
0.0012,-0.0653,0.9058,0.4183,-0.2122,-0.069,0.7462,0.6271,-0.1917,0.0969,-0.8002,-0.5598,30.335205776,94.398302911,-24.627138203
0.0026,-0.0634,0.9082,0.4135,-0.2091,-0.0601,0.752,0.6221,-0.1939,0.11,-0.7958,-0.5629,30.2768072694,94.6545459326,-24.5765649714
0.0031,-0.0632,0.9095,0.4108,-0.2117,-0.0573,0.7557,0.617,-0.196,0.131,-0.7932,-0.5614,33.7497912536,93.7264516682,-27.1594540146
0.0027,-0.0639,0.9106,0.4081,-0.2162,-0.0539,0.7612,0.6089,-0.1985,0.1423,-0.7938,-0.5568,36.221063588,92.7507384128,-29.5624533336
0.0038,-0.0616,0.9146,0.3995,-0.2241,-0.043,0.7722,0.5929,-0.1989,0.1713,-0.793,-0.5496,36.7196758628,93.142506838,-28.8607121608
0.0022,-0.0588,0.9172,0.3937,-0.2266,-0.0357,0.778,0.5847,-0.1943,0.1897,-0.7919,-0.5468,40.1455882578,90.958662301,-30.8999119924
-0.0014,-0.0555,0.9216,0.3839,-0.2305,-0.0249,0.7858,0.5731,-0.189,0.2004,-0.791,-0.5462,43.3962482592,88.5497254732,-33.6496287896
-0.0054,-0.0515,0.9287,0.367,-0.2337,-0.0112,0.7977,0.5556,-0.184,0.2283,-0.7801,-0.5525,43.8510758148,89.0897942868,-32.3455458336
-0.0054,-0.0492,0.931,0.3615,-0.233,-0.0072,0.8007,0.5518,-0.1849,0.2371,-0.7752,-0.5555,45.215299836,86.870635382,-35.8834575784
-0.0054,-0.0471,0.9328,0.357,-0.2327,-0.0031,0.8032,0.5482,-0.1852,0.242,-0.7714,-0.5585,46.9539363972,85.8996497396,-35.8449427802
-0.0057,-0.044,0.9344,0.3533,-0.2326,0.0017,0.8055,0.5449,-0.1828,0.2456,-0.7689,-0.5612,46.9563037736,86.1902316484,-35.1825215568
-0.0056,-0.042,0.9349,0.352,-0.2319,0.0034,0.8057,0.5449,-0.1835,0.2442,-0.7698,-0.5603,47.8385486376,85.4156043144,-35.6200861784
-0.0057,-0.0408,0.9353,0.3515,-0.2313,0.0034,0.8057,0.5452,-0.1845,0.2408,-0.7716,-0.559,48.122208514,85.218683202,-36.0848852288
-0.004,-0.0405,0.9346,0.3532,-0.2301,-0.001,0.8025,0.5504,-0.1876,0.2299,-0.7767,-0.5554,47.9046064172,85.3061517972,-35.8676331896
-0.003,-0.0396,0.9338,0.3555,-0.2301,-0.0037,0.7998,0.5543,-0.1907,0.213,-0.7836,-0.5514,47.616134112,85.9190684668,-35.1160875292
-0.0039,-0.0389,0.9325,0.3588,-0.2344,-0.0137,0.793,0.562,-0.192,0.1986,-0.7879,-0.5502,46.5980004802,86.8430349064,-34.1933394414
-0.007,-0.0424,0.9288,0.3678,-0.2383,-0.0273,0.7838,0.5726,-0.1929,0.163,-0.7894,-0.5593,46.2460766864,86.6667199672,-34.663524604
-0.0064,-0.0467,0.9257,0.375,-0.239,-0.036,0.7795,0.5778,-0.1914,0.153,-0.7774,-0.5791,44.5590702752,88.3461128056,-33.570021866
-0.0061,-0.0494,0.9232,0.3809,-0.2383,-0.0496,0.773,0.5858,-0.1934,0.1423,-0.7739,-0.5859,41.9578020188,90.235050915,-31.1170876422
-0.0086,-0.0549,0.9191,0.3898,-0.2409,-0.0653,0.7659,0.5924,-0.1983,0.1159,-0.7733,-0.5908,42.1522986076,89.8947356052,-31.810314477
-0.0106,-0.0573,0.9182,0.3916,-0.2411,-0.0701,0.7634,0.595,-0.2003,0.1024,-0.775,-0.5905,38.9191368352,91.4843293504,-30.42429312
-0.011,-0.058,0.9165,0.3956,-0.2412,-0.0773,0.7583,0.6006,-0.2034,0.0906,-0.7749,-0.5914,36.5047322368,92.5947701638,-29.6536315882
-0.0101,-0.0624,0.911,0.4075,-0.2432,-0.0928,0.7483,0.6101,-0.2028,0.0509,-0.7832,-0.5855,36.0066082174,92.52662836,-29.8615846384
-0.0101,-0.0632,0.9088,0.4121,-0.246,-0.1004,0.7442,0.6127,-0.1986,0.0253,-0.7875,-0.5828,32.638409204,94.2301908194,-27.0728215212
